game_id,date,away_team,away_team_seo,away_score,home_team,home_team_seo,home_score,total_points,home_win
6504575,2025-11-06,Chicago St.,chicago-st,86,Saint Louis,saint-louis,108,194,True
6501971,2025-11-06,Tougaloo,tougaloo,57,Southern Miss.,southern-miss,93,150,True
6503211,2025-11-06,Wright St.,wright-st,67,California,california,77,144,True
6504412,2025-11-06,Mercyhurst,mercyhurst,73,Loyola Chicago,loyola-chicago,65,138,False
6530873,2025-11-06,Saint Francis,st-francis-pa,63,TCU,tcu,104,167,True
6530376,2025-11-06,Texas Southern,texas-southern,70,Texas A&M,texas-am,104,174,True
6530276,2025-11-06,Northwestern St.,northwestern-st,53,North Texas,north-texas,80,133,True
6506003,2025-11-06,Merrimack,merrimack,57,Auburn,auburn,95,152,True
6504784,2025-11-06,Dakota St.,dakota-st,62,South Dakota St.,south-dakota-st,68,130,True
6504394,2025-11-06,Grambling,grambling,62,Iowa St.,iowa-st,102,164,True
6503165,2025-11-06,UC Riverside,uc-riverside,74,North Dakota,north-dakota,70,144,False
6502426,2025-11-06,Omaha,neb-omaha,71,Abilene Christian,abilene-christian,73,144,True
6502536,2025-11-06,CSUN,cal-st-northridge,57,UNI,uni,86,143,True
6502453,2025-11-06,Trinity (FL),trinity-fl,45,Jacksonville,jacksonville,132,177,True
6502390,2025-11-06,North Florida,north-florida,64,Florida,florida,104,168,True
6503304,2025-11-06,A&M-Corpus Christi,am-corpus-chris,58,SMU,smu,69,127,True
6503419,2025-11-06,Midway,midway,60,Eastern Ky.,eastern-ky,122,182,True
6506449,2025-11-06,Bethany (WV),bethany-wv,65,Bowling Green,bowling-green,120,185,True
6505228,2025-11-06,Ark.-Pine Bluff,ark-pine-bluff,74,Portland,portland,83,157,True
6529198,2025-11-06,Penn St.-Abington,penn-st-abington,60,Loyola Maryland,loyola-maryland,96,156,True
6503341,2025-11-06,Jackson St.,jackson-st,70,Louisville,louisville,106,176,True
6506051,2025-11-06,Valley Forge,valley-forge-chrst,52,Lehigh,lehigh,91,143,True
6504807,2025-11-06,Randolph,randolph,53,Old Dominion,old-dominion,93,146,True
6503510,2025-11-06,Central Conn. St.,central-conn-st,49,Quinnipiac,quinnipiac,71,120,True
6503549,2025-11-06,Mid-Atlantic Christ.,mid-atlantic-christ,43,Hampton,hampton,103,146,True
6501383,2025-11-06,Central Penn,central-penn,77,Morgan St.,morgan-st,101,178,True
6505630,2025-11-06,Le Moyne,le-moyne,69,Xavier,xavier,74,143,True
6505028,2025-11-06,Capital,capital,70,Cleveland St.,cleveland-st,71,141,True
6505567,2025-11-06,Dist. Columbia,dist-columbia,71,Howard,howard,103,174,True
6502847,2025-11-06,Illinois Tech,iit,73,Indiana St.,indiana-st,104,177,True
6503959,2025-11-06,The Citadel,citadel,47,Boston College,boston-college,76,123,True
6502005,2025-11-06,Whittier,whittier,61,CSU Bakersfield,bakersfield,83,144,True
6502589,2025-11-06,Campbell,campbell,65,West Virginia,west-virginia,73,138,True
6502093,2025-11-06,Northwood,northwood-mi,85,Western Mich.,western-mich,81,166,False
6501564,2025-11-06,Allegheny,allegheny,43,Canisius,canisius,84,127,True
6501408,2025-11-06,Bethune-Cookman,bethune-cookman,61,Miami (FL),miami-fl,101,162,True
6501060,2025-11-06,UHSP,st-louis-pharmacy,51,Lindenwood,lindenwood-mo,116,167,True
6501265,2025-11-06,LIU,long-island,94,IU Indy,iu-indy,90,184,False
6531649,2025-11-06,Curry,curry,31,New Hampshire,new-hampshire,113,144,True
6531610,2025-11-05,Dallas,dallas,53,Prairie View,prairie-view,94,147,True
6504778,2025-11-05,Rider,rider,53,Rutgers,rutgers,81,134,True
6530714,2025-11-05,Biblical Stud. (TX),biblical-stud-tx,30,UTSA,utsa,97,127,True
6502281,2025-11-05,Milligan,milligan,51,Middle Tenn.,middle-tenn,100,151,True
6506421,2025-11-05,UMES,md-east-shore,29,Georgia,georgia,94,123,True
6531631,2025-11-05,LaGrange,lagrange,62,Mercer,mercer,101,163,True
6504753,2025-11-05,LIFE Pacific,life-pacific,56,Pacific,pacific,83,139,True
6504684,2025-11-05,Ottawa (AZ),ottawa-az,39,Montana,montana,73,112,True
6501066,2025-11-05,Alabama A&M,alabama-am,51,Indiana,indiana,98,149,True
6505988,2025-11-05,Eastern Wash.,eastern-wash,62,LMU (CA),loyola-marymount,70,132,True
6505564,2025-11-05,Northwest Indian,,44,Montana St.,montana-st,114,158,True
6504487,2025-11-05,Pacific Lutheran,pacific-lutheran,79,Cal Poly,cal-poly,101,180,True
6502270,2025-11-05,RIT,rochester-inst,56,Binghamton,binghamton,66,122,True
6505088,2025-11-05,Bluefield Univ.,bluefield-col,76,Presbyterian,presbyterian,105,181,True
6503109,2025-11-05,North Ala.,north-ala,62,Mississippi St.,mississippi-st,86,148,True
6502014,2025-11-05,CarolinaU,piedmont-intl,46,App State,appalachian-st,92,138,True
6502141,2025-11-05,Southern Ind.,southern-ind,58,Butler,butler,88,146,True
6502900,2025-11-05,Delaware St.,delaware-st,65,Temple,temple,83,148,True
6501097,2025-11-05,Coppin St.,coppin-st,59,La Salle,la-salle,87,146,True
6504047,2025-11-05,Plattsburgh St.,plattsburgh-st,62,Vermont,vermont,113,175,True
6504072,2025-11-05,Wash. & Lee,wash-lee,56,James Madison,james-madison,70,126,True
6504529,2025-11-05,Southern Va.,southern-va,56,Richmond,richmond,84,140,True
6504541,2025-11-05,Dickinson,dickinson,44,Lafayette,lafayette,79,123,True
6504677,2025-11-05,Belmont Abbey,belmont-abbey,51,Elon,elon,99,150,True
6505917,2025-11-05,MUW,muw,61,Mississippi Val.,mississippi-val,97,158,True
6503269,2025-11-05,Regent,regent,55,Norfolk St.,norfolk-st,119,174,True
6506239,2025-11-05,Lynchburg,lynchburg,76,Queens (NC),queens-nc,87,163,True
6505836,2025-11-05,North Dakota St.,north-dakota-st,68,UC Davis,uc-davis,80,148,True
6505404,2025-11-05,East Texas A&M,tex-am-commerce,54,New Mexico,new-mexico,76,130,True
6502766,2025-11-05,Bethesda (CA),bethesda-christian,65,Utah Tech,utah-tech,110,175,True
6501250,2025-11-05,USC Upstate,usc-upstate,67,Fresno St.,fresno-st,66,133,False
6505129,2025-11-05,South Dakota,south-dakota,76,Creighton,creighton,92,168,True
6502697,2025-11-05,TAMU-San Antonio,tamu-san-antonio,55,Texas St.,texas-st,114,169,True
6502493,2025-11-05,Southern U.,southern-u,82,Marquette,marquette,100,182,True
6501928,2025-11-05,Tarleton St.,tarleton-st,60,LSU,lsu,96,156,True
6530633,2025-11-04,Adams St.,adams-st,72,New Mexico St.,new-mexico-st,83,155,True
6501005,2025-11-04,Park (AZ),park-az,71,Idaho St.,idaho-st,81,152,True
6503953,2025-11-04,Oral Roberts,oral-roberts,71,Oklahoma St.,oklahoma-st,95,166,True
6531608,2025-11-04,Occidental,occidental,59,San Diego,san-diego,88,147,True
6503321,2025-11-04,Hawaii,hawaii,59,Oregon,oregon,60,119,True
6503662,2025-11-04,Louisiana Tech,louisiana-tech,50,Nevada,nevada,77,127,True
6502722,2025-11-04,Portland St.,portland-st,79,Stanford,stanford,89,168,True
6502535,2025-11-04,UT Martin,ut-martin,86,UNLV,unlv,81,167,False
6501668,2025-11-04,Long Beach St.,long-beach-st,45,San Diego St.,san-diego-st,77,122,True
6502283,2025-11-04,San Fran. St.,san-fran-st,67,UC Santa Barbara,uc-santa-barbara,98,165,True
6502714,2025-11-04,Dominican (CA),dominican-ca,79,Sacramento St.,sacramento-st,103,182,True
6505216,2025-11-04,Southern Utah,southern-utah,64,Arizona St.,arizona-st,81,145,True
6503358,2025-11-04,UNC Greensboro,unc-greensboro,64,Kansas St.,kansas-st,93,157,True
6502857,2025-11-04,Texas,texas,60,Duke,duke,75,135,True
6503225,2025-11-04,Robert Morris,robert-morris,69,Iowa,iowa,101,170,True
6505819,2025-11-04,Biblical Stud. (TX),biblical-stud-tx,38,Rice,rice,109,147,True
6505804,2025-11-04,West Coast Baptist,west-coast-baptist,35,Utah Valley,utah-valley,116,151,True
6506392,2025-11-04,Cal Poly Humboldt,humboldt-st,53,Santa Clara,santa-clara,83,136,True
6504955,2025-11-04,Mo. Southern St.,mo-southern-st,70,Missouri St.,missouri-st,88,158,True
6503695,2025-11-04,Eastern Ill.,eastern-ill,63,Valparaiso,valparaiso,66,129,True
6504681,2025-11-04,Caldwell,caldwell,68,Monmouth,monmouth,96,164,True
6503005,2025-11-04,Converse,converse,50,ETSU,east-tenn-st,102,152,True
6502064,2025-11-04,Ark. Baptist,ark-baptist,63,Little Rock,ualr,92,155,True
6505938,2025-11-04,Penn St.-York,penn-st-york,53,UMBC,umbc,74,127,True
6501622,2025-11-04,UNC Asheville,unc-asheville,58,Wichita St.,wichita-st,75,133,True
6530731,2025-11-04,Merchant Marine,merchant-marine,46,Sacred Heart,sacred-heart,103,149,True
6506116,2025-11-04,N.C. A&T,nc-at,72,South Carolina,south-carolina,91,163,True
6505959,2025-11-04,St. Joseph's (Brkln),st-josephs-brkln,59,Manhattan,manhattan,125,184,True
6501036,2025-11-04,Lindenwood,lindenwood-mo,60,Texas Tech,texas-tech,98,158,True
6502236,2025-11-04,Evansville,evansville,51,Purdue,purdue,82,133,True
6502682,2025-11-04,Nicholls,nicholls-st,51,Kentucky,kentucky,77,128,True
6502323,2025-11-04,Alcorn,alcorn,76,Florida St.,florida-st,108,184,True
6502206,2025-11-04,NJIT,njit,72,Fordham,fordham,61,133,False
6502040,2025-11-04,Mount St. Mary's,mt-st-marys,54,West Virginia,west-virginia,70,124,True
6501620,2025-11-04,Ga. Southern,ga-southern,89,East Carolina,east-carolina,92,181,True
6502950,2025-11-04,East-West U.,east-west-u,50,SIUE,siu-edwardsville,119,169,True
6505549,2025-11-03,West Ga.,west-ga,53,Nebraska,nebraska,86,139,True
6530375,2025-11-03,Northwestern St.,northwestern-st,68,Texas A&M,texas-am,98,166,True
6506390,2025-11-03,Mercyhurst,mercyhurst,47,Northwestern,northwestern,70,117,True
6505951,2025-11-03,Fisk,fisk,50,Tennessee St.,tennessee-st,101,151,True
6505912,2025-11-03,Campbell,campbell,64,Wisconsin,wisconsin,96,160,True
6505741,2025-11-03,Chicago St.,chicago-st,62,DePaul,depaul,92,154,True
6505668,2025-11-03,ULM,la-monroe,82,NIU,northern-ill,102,184,True
6505279,2025-11-03,UNT Dallas,north-texas-dallas,40,UT Arlington,texas-arlington,91,131,True
6505478,2025-11-03,Evangel,evangel,74,Kansas City,umkc,80,154,True
6505318,2025-11-03,Okla. Christian,okla-christian,57,Tulsa,tulsa,100,157,True
6504791,2025-11-03,Gardner-Webb,gardner-webb,60,Minnesota,minnesota,87,147,True
6504574,2025-11-03,Southeast Mo. St.,southeast-mo-st,67,Saint Louis,saint-louis,92,159,True
6501822,2025-11-03,Samford,samford,72,Tulane,tulane,85,157,True
6504494,2025-11-03,Southeastern La.,southeastern-la,58,Ole Miss,ole-miss,88,146,True
6530590,2025-11-03,Florida A&M,florida-am,67,South Fla.,south-fla,102,169,True
6530487,2025-11-03,DeSales,desales,63,Davidson,davidson,97,160,True
6504375,2025-11-03,UTRGV,utrgv,81,Baylor,baylor,96,177,True
6502129,2025-11-03,Oakland,oakland,78,Michigan,michigan,121,199,True
6504249,2025-11-03,Menlo,menlo,69,UC Davis,uc-davis,96,165,True
6503553,2025-11-03,Detroit Mercy,detroit,71,UIC,ill-chicago,91,162,True
6501065,2025-11-03,Blue Mountain (MS),blue-mountain,60,Alabama A&M,alabama-am,80,140,True
6501202,2025-11-03,SUNY Maritime,suny-maritime,49,Army West Point,army,73,122,True
6501407,2025-11-03,Bethune-Cookman,bethune-cookman,90,Auburn,auburn,95,185,True
6501512,2025-11-03,Green Bay,green-bay,51,Kansas,kansas,94,145,True
6501649,2025-11-03,North Dakota,north-dakota,62,Alabama,alabama,91,153,True
6501703,2025-11-03,Maine,maine,47,George Washington,george-washington,67,114,True
6501927,2025-11-03,Tarleton St.,tarleton-st,76,SMU,smu,96,172,True
6502346,2025-11-03,UAlbany,albany-ny,53,Marquette,marquette,80,133,True
6502380,2025-11-03,Lipscomb,lipscomb,61,Vanderbilt,vanderbilt,105,166,True
6502450,2025-11-03,Jacksonville,jacksonville,69,Miami (FL),miami-fl,86,155,True
6504393,2025-11-03,FDU,fdu,50,Iowa St.,iowa-st,88,138,True
6504411,2025-11-03,Cleveland St.,cleveland-st,88,Loyola Chicago,loyola-chicago,91,179,True
6503509,2025-11-03,VTSU-Johnson,johnson-st,55,Central Conn. St.,central-conn-st,117,172,True
6506241,2025-11-03,Queens (NC),queens-nc,74,Winthrop,winthrop,81,155,True
6503792,2025-11-03,Arkansas St.,arkansas-st,89,Ohio,ohio,85,174,False
6504092,2025-11-03,Southern U.,southern-u,77,Arkansas,arkansas,109,186,True
6505114,2025-11-03,Missouri,missouri,88,Howard,howard,67,155,False
6505105,2025-11-03,Paine,paine,29,Kennesaw St.,kennesaw-st,105,134,True
6504799,2025-11-03,Old Dominion,old-dominion,72,Miami (OH),miami-oh,87,159,True
6504762,2025-11-03,Union Commonwealth,union-ky,39,Chattanooga,chattanooga,92,131,True
6504700,2025-11-03,Georgian Court,georgian-court,63,William & Mary,william-mary,110,173,True
6504560,2025-11-03,Mary Baldwin,mary-baldwin,55,Longwood,longwood,92,147,True
6504447,2025-11-03,Western Ill.,western-ill,75,Radford,radford,80,155,True
6504234,2025-11-03,Western New Eng.,western-new-eng,68,Vermont,vermont,75,143,True
6505600,2025-11-03,Franklin,franklin,37,Wright St.,wright-st,86,123,True
6503958,2025-11-03,Boston College,boston-college,78,Fla. Atlantic,fla-atlantic,83,161,True
6503907,2025-11-03,Western Caro.,western-caro,63,Cincinnati,cincinnati,94,157,True
6503818,2025-11-03,Navy,navy,76,Presbyterian,presbyterian,55,131,False
6503612,2025-11-03,Delaware,delaware,70,Bucknell,bucknell,78,148,True
6503091,2025-11-03,Holy Cross,holy-cross,79,Providence,providence,89,168,True
6503536,2025-11-03,Binghamton,binghamton,47,Syracuse,syracuse,85,132,True
6505293,2025-11-03,Niagara,niagara,63,Duquesne,duquesne,83,146,True
6503454,2025-11-03,Tusculum,tusculum,58,Col. of Charleston,col-of-charleston,79,137,True
6505170,2025-11-03,Mercer,mercer,61,Tennessee,tennessee,76,137,True
6506293,2025-11-03,Rivier,rivier,55,UMass Lowell,umass-lowell,107,162,True
6505490,2025-11-03,Marshall,marshall,78,Massachusetts,massachusetts,72,150,False
6531044,2025-11-03,SUNY Cobleskill ,cobleskill-st,50,Le Moyne,le-moyne,94,144,True
6505053,2025-11-03,Bellarmine,bellarmine,59,Georgia,georgia,104,163,True
6504609,2025-11-03,UMES,md-east-shore,52,Georgia Tech,georgia-tech,56,108,True
6504139,2025-11-03,Mississippi Val.,mississippi-val,55,UAB,uab,106,161,True
6502342,2025-11-03,Air Force,air-force,63,Belmont,belmont,79,142,True
6502244,2025-11-03,Tennessee Tech,tennessee-tech,70,Western Ky.,western-ky,82,152,True
6501552,2025-11-03,Boston U.,boston-u,76,Northeastern,northeastern,75,151,False
6502511,2025-11-03,American,american,74,Wake Forest,wake-forest,88,162,True
6502550,2025-11-03,Lehigh,lehigh,57,Houston,houston,75,132,True
6502702,2025-11-03,Southern Ark.,southern-ark,70,Houston Christian,houston-christian,74,144,True
6502846,2025-11-03,Indiana St.,indiana-st,76,Charlotte,charlotte,92,168,True
6531609,2025-11-03,Biblical Stud. (TX),biblical-stud-tx,48,Prairie View,prairie-view,95,143,True
6503893,2025-11-03,TAMU-San Antonio,tamu-san-antonio,53,Lamar University,lamar,93,146,True
6505403,2025-11-03,Arlington Baptist,arlington-baptist,60,East Texas A&M,tex-am-commerce,119,179,True
6530388,2025-11-03,Champion Chris.,champion-bapt,65,McNeese,mcneese,127,192,True
6501196,2025-11-03,Arizona,arizona,93,Florida,florida,87,180,False
6501264,2025-11-03,LIU,long-island,67,Notre Dame,notre-dame,89,156,True
6501310,2025-11-03,Charleston So.,charleston-so,67,Virginia Tech,virginia-tech,98,165,True
6501367,2025-11-03,App State,appalachian-st,66,Central Mich.,central-mich,82,148,True
6502996,2025-11-03,Central Ark.,central-ark,54,North Carolina,north-carolina,94,148,True
6502932,2025-11-03,Bryant,bryant,66,Siena,siena,82,148,True
6502918,2025-11-03,New Hampshire,new-hampshire,38,Clemson,clemson,88,126,True
6502911,2025-11-03,Colgate,colgate,69,Michigan St.,michigan-st,80,149,True
6502700,2025-11-03,Ky. Christian,ky-christian,57,Liberty,liberty,98,155,True
6502490,2025-11-03,Youngstown St.,youngstown-st,59,Pittsburgh,pittsburgh,74,133,True
6502448,2025-11-03,Rider,rider,53,Virginia,virginia,87,140,True
6502322,2025-11-03,Wofford,wofford,46,George Mason,george-mason,70,116,True
6502184,2025-11-03,New College (FL),new-college-fl,60,FGCU,fgcu,96,156,True
6502092,2025-11-03,Coastal Carolina,coastal-caro,71,Western Mich.,western-mich,76,147,True
6501909,2025-11-03,South Alabama,south-ala,76,Toledo,toledo,74,150,False
6501741,2025-11-03,N.C. Central,nc-central,66,NC State,north-carolina-st,114,180,True
6501734,2025-11-03,James Madison,james-madison,71,Akron,akron,85,156,True
6501641,2025-11-03,New Haven,new-haven,55,UConn,uconn,79,134,True
6501585,2025-11-03,Mount Olive,mount-olive,77,UNCW,unc-wilmington,106,183,True
6501331,2025-11-03,Omaha,neb-omaha,77,Murray St.,murray-st,85,162,True
6503164,2025-11-03,Millsaps,millsaps,76,SFA,stephen-f-austin,103,179,True
6501898,2025-11-03,Northern Ariz.,northern-ariz,71,Drake,drake,77,148,True
6503054,2025-11-03,Louisiana,la-lafayette,64,Ball St.,ball-st,75,139,True
6506429,2025-11-03,Stetson,stetson,62,Rhode Island,rhode-island,93,155,True
6506379,2025-11-03,Midway,midway,84,Morehead St.,morehead-st,89,173,True
6503268,2025-11-03,Washington Adventist,washington-adventist,76,Norfolk St.,norfolk-st,98,174,True
6506071,2025-11-03,Erskine,erskine,61,The Citadel,citadel,105,166,True
6506030,2025-11-03,Fla. National,fla-national,49,FIU,fiu,101,150,True
6505846,2025-11-03,Wagner,wagner,74,VCU,vcu,103,177,True
6505699,2025-11-03,Oakwood,oakwood,63,Jacksonville St.,jacksonville-st,117,180,True
6505617,2025-11-03,UC Clermont,uc-clermont,69,Northern Ky.,northern-ky,126,195,True
6503421,2025-11-03,Troy,troy,103,Kent St.,kent-st,97,200,False
6502487,2025-11-03,Texas St.,texas-st,48,Bowling Green,bowling-green,83,131,True
6506177,2025-11-03,Widener,widener,59,Drexel,drexel,93,152,True
6504676,2025-11-03,Thomas (ME),thomas-me,48,Stonehill,stonehill,100,148,True
6501004,2025-11-03,Farmingdale St.,farmingdale-st,59,Stony Brook,stony-brook,66,125,True
6506287,2025-11-03,Quinnipiac,quinnipiac,74,St. John's (NY),st-johns-ny,108,182,True
6501884,2025-11-03,Furman,furman,71,High Point,high-point,97,168,True
6501856,2025-11-03,Georgia St.,georgia-st,49,Eastern Mich.,eastern-mich,71,120,True
6501774,2025-11-03,IU Indy,iu-indy,102,Ohio St.,ohio-st,118,220,True
6501382,2025-11-03,Morgan St.,morgan-st,70,Georgetown,georgetown,87,157,True
6501096,2025-11-03,Coppin St.,coppin-st,61,Maryland,maryland,83,144,True
6500992,2025-11-03,Southern Miss.,southern-miss,79,Buffalo,buffalo,85,164,True
6503751,2025-11-03,JWU Charlotte,johnson-wales-charlotte,58,VMI,vmi,122,180,True
6503008,2025-11-03,Fairfield,fairfield,68,Penn St.,penn-st,76,144,True
6501563,2025-11-03,Canisius,canisius,48,Dayton,dayton,88,136,True
6501529,2025-11-03,Lafayette,lafayette,76,Saint Joseph's,saint-josephs,85,161,True
6505394,2025-11-03,Saint Peter's,st-peters,50,Seton Hall,seton-hall,77,127,True
6502039,2025-11-03,La Verne,la-verne,73,UC San Diego,uc-san-diego,105,178,True
6504658,2025-11-03,Eastern Wash.,eastern-wash,74,UCLA,ucla,80,154,True
6501249,2025-11-03,USC Upstate,usc-upstate,75,California Baptist,california-baptist,87,162,True
6506268,2025-11-03,St. Thomas (MN),st-thomas-mn,58,Saint Mary's (CA),st-marys-ca,84,142,True
6506075,2025-11-03,Lincoln (CA),lincoln-ca,54,LMU (CA),loyola-marymount,137,191,True
6505227,2025-11-03,Willamette,willamette,83,Portland,portland,120,203,True
6504024,2025-11-03,Bethesda (CA),bethesda-christian,49,UC Irvine,uc-irvine,125,174,True
6503900,2025-11-03,La Sierra,la-sierra,49,UC Riverside,uc-riverside,90,139,True
6503836,2025-11-03,UC Santa Cruz,uc-santa-cruz,53,San Francisco,san-francisco,98,151,True
6502795,2025-11-03,Denver,denver,73,Seattle U,seattle,84,157,True
6502768,2025-11-03,Nobel,west-all-stars,58,CSUN,cal-st-northridge,99,157,True
6502004,2025-11-03,CSU Bakersfield,bakersfield,60,California,california,87,147,True
6505359,2025-11-03,Ark.-Pine Bluff,ark-pine-bluff,50,Washington,washington,94,144,True
6501279,2025-11-03,Caltech,caltech,82,Cal St. Fullerton,cal-st-fullerton,136,218,True
6505969,2025-11-03,North Dakota St.,north-dakota-st,65,Oregon St.,oregon-st,67,132,True
6505488,2025-11-03,Cal Poly,cal-poly,64,Southern California,southern-california,94,158,True
6505535,2025-11-03,Bryan,bryan,47,Austin Peay,austin-peay,128,175,True
6504472,2025-11-03,Jackson St.,jackson-st,55,Illinois,illinois,113,168,True
6503475,2025-11-03,Utah Tech,utah-tech,81,South Dakota,south-dakota,79,160,False
6503760,2025-11-03,New Orleans,new-orleans,78,TCU,tcu,74,152,False
6503547,2025-11-03,Hampton,hampton,86,Milwaukee,milwaukee,90,176,True
6502876,2025-11-03,Hofstra,hofstra,78,UCF,ucf,82,160,True
6502856,2025-11-03,McKendree,mckendree,42,Southern Ill.,southern-ill,83,125,True
6505769,2025-11-03,Fresno Pacific,fresno-pacific,51,Fresno St.,fresno-st,88,139,True
6504751,2025-11-03,Colorado Col.,colorado-col,57,Northern Colo.,northern-colo,91,148,True
6531296,2025-11-03,Bradley,bradley,63,St. Bonaventure,st-bonaventure,69,132,True
6503340,2025-11-03,South Carolina St.,south-carolina-st,45,Louisville,louisville,104,149,True
6530780,2025-11-03,LeTourneau,letourneau,59,Sam Houston,sam-houston-st,95,154,True
6503426,2025-11-03,San Jose St.,san-jose-st,75,Utah,utah,84,159,True
6505311,2025-11-03,UT Permian Basin,tex-permian-basin,56,UTEP,utep,98,154,True
6505116,2025-11-03,Montana St.,montana-st,78,Colorado,colorado,84,162,True
6504913,2025-11-03,Westminster (UT),westminster-ut,54,Utah St.,utah-st,110,164,True
6504780,2025-11-03,Merrimack,merrimack,66,South Dakota St.,south-dakota-st,75,141,True
6504757,2025-11-03,LIFE Pacific,life-pacific,80,Pepperdine,pepperdine,88,168,True
6504683,2025-11-03,Northwest Indian,,41,Montana,montana,106,147,True
6504597,2025-11-03,West Coast Baptist,west-coast-baptist,38,Weber St.,weber-st,130,168,True
6504526,2025-11-03,UIW,uiw,64,Colorado St.,colorado-st,98,162,True
6530874,2025-11-03,Huston-Tillotson,huston-tillotson,47,Grambling,grambling,91,138,True
6503083,2025-11-03,Idaho,idaho,83,Washington St.,washington-st,81,164,False
6503101,2025-11-03,Hawaii Pacific,hawaii-pacific,79,Boise St.,boise-st,78,157,False
6501883,2025-11-03,Marist,marist,62,Xavier,xavier,66,128,True
6501490,2025-11-03,Purdue Fort Wayne,ipfw,71,Grand Canyon,grand-canyon,90,161,True
6501176,2025-11-03,Texas Southern,texas-southern,43,Gonzaga,gonzaga,98,141,True
6530275,2025-11-03,N.M. Highlands,nm-highlands,54,North Texas,north-texas,88,142,True
6530220,2025-11-03,Saint Francis,st-francis-pa,66,Oklahoma,oklahoma,102,168,True
6506131,2025-11-03,Northern St.,northern-st,75,Wyoming,wyoming,99,174,True
6505702,2025-11-03,Trinity (TX),trinity-tx,56,A&M-Corpus Christi,am-corpus-chris,83,139,True
6529197,2025-11-03,Loyola Maryland,loyola-maryland,56,Towson,towson,67,123,True
6501213,2025-11-03,Villanova,villanova,66,BYU,byu,71,137,True
6502424,2025-11-03,McMurry,mcmurry,55,Abilene Christian,abilene-christian,92,147,True
