rank,team,conference,record,adj_o,adj_o_rank,adj_d,adj_d_rank,barthag,barthag_rank,efg_pct,efg_pct_d,to_pct,to_pct_d,conf_record,sos,raw_o,raw_d,adj_o_no_opp,adj_d_no_opp,off_ftrate,def_ftrate,adj_tempo,est_ppg,est_opp_ppg,est_total,wins,losses,games
77,Oregon,B10,4-5,113.36834266781851,75,102.50532174852503,82,0.7610356653232307,77,13.364446568099481,17.63555343190052,6.527529709105602,13.472470290894398,0-2,0.6861202553614731,112.1171834044392,102.99575340328072,114.5525905445753,101.58858612663792,115.27951600846778,106.59566134615926,68.29095833831816,77.4203276601217,70.00186656984421,147.4221942299659,4,5,9
78,San Francisco,WCC,6-4,112.06610548007178,90,101.66314521446948,68,0.7540586129759479,78,18.824244490355035,12.175755509644965,10.697846569960152,7.302153430039849,0-0,0.5223063857442656,108.91395718345626,105.56159350476754,109.23834959321103,105.23606922602163,100.04410945708258,100.02615423227746,65.98886225707491,73.95114798211286,67.08635286178631,141.03750084389918,6,4,10
79,George Mason,A10,9-1,111.21315022074255,100,100.95904595992701,58,0.7525832306679665,79,22.89421723517268,8.105782764827323,11.11370334201714,6.886296657982864,0-0,0.37279685130833007,107.07546890064636,110.69263112648892,108.41476124938397,107.48304108485468,100.08002425806635,106.58707808020203,65.79735746232008,73.17531399584898,66.4283843608012,139.60369835665017,9,1,10
80,Liberty,CUSA,6-2,114.6970364380764,63,104.36354975016957,116,0.7475820254376206,80,22.572756719645316,8.427243280354677,15.015844541481037,4.984155458518965,0-0,0.2963839146361489,104.91664847546349,110.77243891374678,102.67714108051709,103.73810444652271,0.0,0.0,66.38780071004037,76.14483997083255,69.28466542206641,145.42950539289896,6,2,8
81,Illinois St.,MVC,8-2,112.45496036581636,85,102.32497659653285,79,0.747550087770969,81,22.3344213002996,8.665578699700399,13.940702531094965,6.059297468905035,0-0,0.36999329845164464,107.23454642992006,110.83101321566421,106.68288294327849,106.5869602573917,103.62150570391938,112.91599939680167,67.72572110452498,76.1609328255569,69.30032827003829,145.4612610955952,8,2,10
82,Providence,BE,7-4,117.21373681300832,41,106.89215699746725,164,0.74270091342131,82,15.440266941726504,15.559733058273496,8.44026694172651,11.559733058273494,0-0,0.5034672800539857,107.68917471790051,107.3128772180875,111.9521382924063,103.00381399242832,114.65751831649294,113.0602605822009,73.45764903942668,86.10245541409694,78.52046553787247,164.6229209519694,7,4,11
83,Xavier,BE,7-3,111.30701979593755,98,101.66786261838871,69,0.7391744906076799,83,16.260328253458965,14.73967174654104,8.356881737908568,11.643118262091434,0-0,0.5463716849019989,107.13618906949571,104.58580457361764,111.99129658896693,102.57781465359686,105.72892693940008,99.13234074820991,70.51027603078948,78.48288689976107,71.68629056682973,150.16917746659078,7,3,10
84,Northern Iowa,MVC,7-2,106.99563711848272,161,97.79279535572732,27,0.7377442884807388,84,21.733124885122887,9.266875114877108,13.727634532406059,6.272365467593941,0-0,0.39321952303362523,105.7346152111882,108.42704250690625,106.89418075092286,106.23336426954383,0.0,0.0,63.9037160171588,68.37418809494496,62.49323022936525,130.86741832431022,7,2,9
85,Mississippi St.,SEC,4-5,112.67506564759081,82,103.1738176381229,95,0.7336205050703295,85,12.2759743909968,18.7240256090032,5.26712234959959,12.732877650400411,0-0,0.6135693083616793,109.17077592858918,103.41944763366672,114.6134416809517,102.09499916659387,120.81409381548917,111.02242212079518,69.4108178436778,78.20868457189366,71.61379062316581,149.82247519505947,4,5,9
86,Utah Valley,WAC,6-3,109.71021803356808,123,100.5976193495113,56,0.7305096830007545,86,23.736834073973057,7.263165926026947,14.285096888647011,3.7149031113529896,0-0,0.4777244233147113,107.38009204308544,102.2334067622922,100.94645432283906,102.9622402323157,109.80048642940623,112.90794245263777,70.24195760013016,77.06260483414925,70.66173713022407,147.7243419643733,6,3,9
87,Belmont,MVC,9-1,110.7832205125255,110,101.59726458124675,66,0.7301581659202343,87,23.022693998275432,7.9773060017245685,13.564445402914496,6.435554597085506,0-0,0.33249386096756295,104.27382435450693,110.15742548489703,105.51018947912414,106.26156020854039,0.0,0.0,71.54069795231032,79.25508916870776,72.68339218187928,151.93848135058704,9,1,10
88,Kansas St.,B12,6-4,112.82513882335878,81,103.57365651322918,103,0.7278805504937009,88,13.994524540303617,17.00547545969638,5.843559451341186,12.156440548658816,0-0,0.5581104690813936,108.80398571003795,106.88869307249834,112.57464185463296,102.43681599694008,110.80150655394986,103.83645752658894,74.28126047720008,83.80793525314174,76.93581758035228,160.743752833494,6,4,10
89,New Mexico,MWC,7-2,109.76193609151522,122,101.12266227489732,61,0.7196577896083143,89,19.242060908382967,11.757939091617033,11.15737379478117,8.842626205218828,0-0,0.45320987602801144,107.4479174581105,106.736428226211,109.22423662275372,104.84430563935908,94.44817195402268,97.65997156346543,71.07958934827491,78.01833343456498,71.87757308303992,149.89590651760489,7,2,9
90,Stanford,ACC,7-2,110.93783104118748,107,102.20838769991661,78,0.7196036639472527,90,16.53454633967544,14.46545366032456,6.6595766120541535,11.340423387945846,0-0,0.4710051683028167,106.01590888224025,107.04921945174067,111.2549831478473,103.2329437655972,113.74672936963967,100.88508884909182,71.016586771955,78.78426104428975,72.58490833912747,151.36916938341722,7,2,9
91,Hawaii,BW,8-2,105.8788031987641,196,98.20947589017317,31,0.7036442320716118,91,23.122309465342838,6.8776905346571615,15.235172984501054,4.764827015498944,2-0,0.2878154644859935,101.86961785595503,111.00920763295069,100.51424260965922,105.72837934259788,0.0,0.0,70.91097471575847,75.07969136562329,69.64129661695961,144.7209879825829,8,2,10
92,High Point,BSth,8-2,115.78346713199596,53,107.42172661312249,172,0.7030850750285635,92,25.617326859700125,5.382673140299875,12.925951702848485,3.074048297151515,0-0,0.30214640929009756,102.77724651280302,110.4550455517421,95.77930694849391,103.22070346443729,0.0,0.0,71.12157567797796,82.34702619886924,76.4000245877425,158.74705078661174,8,2,10
93,South Carolina,SEC,6-3,111.1785436226913,101,103.25950598021439,97,0.7005166523353359,93,13.72457753351425,17.27542246648575,4.67239365705118,13.327606342948817,0-0,0.4074793161645156,104.87046654372247,109.08055443300003,112.59408731139821,104.00773184644696,0.0,0.0,67.02332586186488,74.51555758071197,69.20795517647093,143.7235127571829,6,3,9
94,Grand Canyon,MWC,5-4,106.8757239671765,168,99.31196461552793,43,0.6993295865954827,94,17.77809980411351,13.22190019588649,10.933313080457772,9.066686919542226,0-0,0.4894353825783827,108.25886398777665,108.47469225996223,108.61367273188176,106.1589654379012,98.59386380039973,96.61202114384629,68.54626412160208,73.25931603241519,68.07464156971177,141.33395760212696,5,4,9
95,Minnesota,B10,5-4,110.4388873674798,114,102.69380669203326,88,0.6976581246473269,95,13.468665980440088,17.53133401955991,6.709187146793392,13.290812853206612,1-0,0.5136400813226614,108.21685430674218,108.09679972715847,113.14241813578931,103.54962598123666,114.11405402957546,108.83886539255461,64.16374088594856,70.86172152779432,65.89218803179313,136.75390955958744,5,4,9
96,Marquette,BE,5-5,109.81812273230703,120,102.15635479734904,77,0.6967125618283966,96,12.489188749726248,18.51081125027375,7.41582027942429,12.58417972057571,0-0,0.5032305923840663,107.6640099561203,106.78785370679809,113.05088635057481,102.82075911106551,111.34999253964355,112.34160021115474,71.84075908145577,78.89417297989411,73.3899007363607,152.2840737162548,5,5,10
97,Florida St.,ACC,5-4,109.1119863666058,128,101.71503188004753,70,0.6915330047457986,97,14.095426112474996,16.904573887525007,6.204195080936109,11.79580491906389,0-0,0.5236021191504642,108.91042241309532,105.86035727818566,111.09209446135921,102.81308485850636,102.35162120029197,107.02261671905481,74.69758273195747,81.50401628667751,75.97867008943543,157.48268637611295,5,4,9
98,Georgetown,BE,6-3,112.47235360117975,84,104.94215422921052,124,0.689317145820204,98,15.17514858489486,15.824851415105142,7.262663168242096,12.737336831757906,0-0,0.5231183907372173,107.34025681826229,106.69812079262196,111.35473208215528,103.50969234848081,108.6682796856485,104.39063307805093,68.92523472695316,77.5218337225419,72.33162613000455,149.85345985254645,6,3,9
99,Nevada,MWC,7-3,111.26176877458022,99,103.8903561661784,107,0.6874706404132357,99,18.452994854739075,12.547005145260929,10.716467955950097,9.283532044049904,0-0,0.5717671033442719,109.58355201843183,106.16287256599897,109.46770344550978,104.89661414144007,123.49305518239828,127.75416695265511,67.72412168406346,75.35105567273804,70.3588312279896,145.70988690072764,7,3,10
100,Tulsa,Amer,8-1,115.91108788616253,52,108.47016417255841,197,0.6820058010005922,100,21.9173631053717,9.082636894628308,11.016918180108494,6.983081819891504,0-0,0.38543186610633273,105.94247718756968,106.02865187507875,107.46531279298235,106.87515169411358,0.0,0.0,67.03862770823373,77.7052026805681,72.71690953415137,150.42211221471948,8,1,9
101,Wichita St.,Amer,6-4,110.43559516309438,115,103.57592133374402,104,0.6764418450465282,101,19.309858555302387,11.690141444697614,10.833628994686478,7.166371005313522,0-0,0.49489263634835756,108.75684147822832,106.27452365394942,108.71383421887397,107.12250869217787,103.14690642095267,93.34453737564732,66.45033583451435,73.3848238667209,68.8265475699653,142.2113714366862,6,4,10
102,Richmond,A10,8-1,111.71242518855253,94,105.0776650202847,128,0.6691015307021294,102,20.498969402396234,10.501030597603766,9.329856297516242,8.670143702483758,0-0,0.34043610058411966,104.53838958972925,110.45379062241587,107.90508318286888,107.12698568052036,0.0,0.0,69.04627856027957,77.13327228213191,72.55221729454323,149.68548957667514,8,1,9
103,UC San Diego,BW,8-1,111.71778337501614,93,105.38363469308965,135,0.6617803712462086,103,24.577505307720056,7.42249469227995,14.511066576131013,5.488933423868988,1-0,0.42653701793414683,107.69683425470966,108.53262197757486,102.12188874867064,104.83008683782617,0.0,0.0,68.7330567120832,76.7870474046321,72.43339339885588,149.22044080348797,8,1,9
104,UNC Wilmington,CAA,9-1,111.56496573117207,95,105.51405839852958,139,0.6550411801560589,104,24.36293209096447,6.637067909035533,12.775300356135508,5.2246996438644935,0-0,0.2855239676805671,102.15691961179533,110.19203062461737,100.58006727384485,105.78500497082028,0.0,0.0,64.11885668756027,71.53418049069595,67.65440788978184,139.18858838047777,9,1,10
105,St. Bonaventure,A10,9-1,109.22700747671931,127,103.35361526061462,99,0.6537647247328439,105,20.99753813127193,10.00246186872807,9.575433858708402,8.424566141291594,0-0,0.43687018731776395,106.34495309153137,106.91103747564755,108.24442923800933,106.46977613533214,110.54292241489605,108.01399344752716,67.35882092032558,73.574024362874,69.61777661807969,143.1918009809537,9,1,10
106,Penn St.,B10,8-2,114.11485374567928,67,108.07513850074385,189,0.6514355366057927,106,14.508472146843738,16.491527853156256,5.044688304229284,14.955311695770716,0-1,0.3748992165233017,105.65852779964182,110.07153734256153,112.44809774566728,103.483389144332,111.59225351609649,135.02222792007413,67.95032471399085,77.54141366708483,73.43740754635078,150.9788212134356,8,2,10
107,Pittsburgh,ACC,5-5,111.33811923525892,97,105.46362886965419,136,0.650983203369729,107,11.958103167263669,19.04189683273633,5.320621538421254,12.679378461578748,0-0,0.5399488718719195,107.68705291299088,105.47300652980121,111.99675245690506,102.3865065897977,101.42994454094514,96.30448961532119,64.26087062612011,71.54684475932508,67.77184610553994,139.318690864865,5,5,10
108,William & Mary,CAA,8-3,108.80975329426437,131,103.21218138781038,96,0.6473388169190446,108,21.589780695579687,8.410219304420316,12.732946905764399,5.267053094235602,0-0,0.48932214625846127,109.59855872786399,104.13288576161479,106.67304714332683,107.53919787654775,104.00156026658752,102.9172060648024,75.26727209732981,81.89813308042724,77.68499340275282,159.58312648318008,8,3,11
109,Wyoming,MWC,8-2,110.95781076685743,105,105.29472257887326,132,0.646216073774002,109,18.36491276379094,12.635087236209062,9.739424742357695,10.260575257642303,0-0,0.3218250445506554,104.42776483383516,109.9490659512862,108.00224750773468,105.7379865382657,117.8212200687488,101.31682761567689,69.74677040540875,77.38948952242798,73.43966840609883,150.8291579285268,8,2,10
110,Miami OH,MAC,8-0,111.9367623563336,92,106.32588701276953,154,0.6436842475340383,110,22.910088285212993,7.089911714787006,12.223032613164001,5.776967386835996,0-0,0.15429554872763176,99.04901057163943,112.1133660986407,101.44351213576577,106.0357453690691,0.0,0.0,71.24407392898043,79.74830972685345,75.75089354902173,155.49920327587517,8,0,8
111,UAB,Amer,7-3,108.6222478794796,136,103.36285573739131,100,0.6389365972580515,111,19.722394502724004,11.277605497275996,10.25381500819645,7.74618499180355,0-0,0.43385321262282267,106.82113230297217,108.507389554089,107.96716769880247,107.78562390731612,102.49568757604428,106.78716836099841,70.62062780685358,76.7097133904052,72.99549764083812,149.70521103124332,7,3,10
112,Seattle,WCC,7-2,107.61183446894952,150,102.44290203497982,81,0.6378599962990708,112,19.18257654554404,11.817423454455964,9.48873511470258,8.51126488529742,0-0,0.3521620541045682,106.0926531268383,110.26770097997618,104.57116805419096,102.76164703928731,0.0,0.0,67.62255687668323,72.7698739698076,69.27450969472912,142.04438366453672,7,2,9
113,UC Irvine,BW,7-4,101.22349632778753,278,96.3723179204846,15,0.6375594136787798,113,20.29781411714567,10.702185882854323,14.10515886191329,5.894841138086713,2-0,0.40198559464085654,105.96612729522015,106.42670300859768,105.85325319814854,107.6728014161054,0.0,0.0,69.68097558091605,70.5335197583151,67.15317131693567,137.68669107525076,7,4,11
114,Utah,B12,7-3,112.99574566702528,80,107.69057116015186,180,0.6348344777718602,114,12.761176898868179,18.23882310113182,4.334032430226921,13.665967569773077,0-0,0.46196209317459563,106.44440196602008,107.94446236322119,112.90349772056362,102.77767664843766,0.0,0.0,69.6999683073984,78.75799891862512,75.06029396868216,153.81829288730728,7,3,10
115,UNLV,MWC,4-5,112.44573898518922,86,107.21245291888482,169,0.6336880130726062,115,15.380944540167214,15.619055459832786,9.504912942396881,10.495087057603119,0-0,0.5499834971341193,109.00109786185104,105.78003446734319,105.63572688627741,101.23977516371266,119.80204949666286,104.68474648591781,73.65835555028465,82.82568222285572,78.97092976517371,161.79661198802944,4,5,9
116,Murray St.,MVC,7-3,112.2671416706118,88,107.04819047009345,166,0.6335378037459295,116,18.88692826046716,12.113071739532835,11.58847202492252,8.411527975077481,0-0,0.41215624856518457,105.50538266735683,110.36901004667286,106.35345083492264,106.47834881206089,120.3210452717506,115.63713608848454,72.90328403679753,81.84643317212,78.04164635466425,159.88807952678425,7,3,10
117,Maryland,B10,6-4,108.26660172864521,142,103.3793459647355,101,0.6297635453138737,117,11.825942583625107,19.174057416374893,4.9193729590995545,15.080627040900445,0-1,0.5450739635357132,109.55398236125704,106.19876084437502,114.65130849518646,102.29848351739687,103.18615402012584,113.33913021803822,69.66212757231507,75.4208182144191,72.016251869379,147.43707008379812,6,4,10
118,Bradley,MVC,6-4,107.10052438761133,159,102.53111918567629,83,0.6227923846994652,118,18.378172391901828,12.621827608098176,11.378172391901826,8.621827608098172,0-0,0.42675482897979256,105.8614085675677,109.27433690209537,102.91230133318804,102.97374706183463,0.0,0.0,68.81294462666871,73.6990245417188,70.55468227034312,144.25370681206192,6,4,10
119,DePaul,BE,7-3,108.36561143673626,139,103.94418750368824,110,0.6175240175308773,119,13.208068338681366,17.791931661318632,5.909986596175589,14.090013403824408,0-0,0.31444315699268366,102.14772516271137,111.92922320214056,110.87032662728303,104.51916741074494,97.19524354375332,127.47213550464295,68.70106471395003,74.44832884081981,71.41076352329841,145.85909236411823,7,3,10
120,Bowling Green,MAC,7-3,106.84897733646295,170,102.6169684475926,87,0.6141405750120477,120,20.606956890334477,9.393043109665522,11.663931560632365,6.336068439367637,0-0,0.36172455032502515,105.83332878605259,108.18148541587793,102.81542488405503,105.60544645529187,0.0,0.0,69.552481784315,74.31611549867026,71.37264828712813,145.6887637857984,7,3,10
121,New Mexico St.,CUSA,6-2,109.36158162724463,126,105.07630218919935,127,0.6129401899890781,121,19.830037145339055,10.169962854660946,12.405290302641054,7.594709697358946,0-0,0.32994608714879176,102.7004300778113,105.59073625827851,102.07955778040501,103.04235215957453,0.0,0.0,66.9061051950232,73.16957484646547,70.30246127774618,143.47203612421163,6,2,8
122,Cal Baptist,WAC,7-3,106.92082224609973,167,102.82129570325964,91,0.6105453324583396,122,21.42057174614431,9.579428253855681,12.145393412408556,5.854606587591443,0-0,0.4839699701556196,107.3864885115441,107.90234888362197,104.8326142777137,107.79745570320637,98.87459796996987,111.81133125167737,68.4856038724698,73.22537078065143,70.4177852718752,143.64315605252665,7,3,10
123,Rhode Island,A10,7-4,107.63718314597777,149,103.63738401506498,106,0.6071820720154747,123,17.604264641711612,13.39573535828839,8.823804786523615,9.176195213476381,0-0,0.4519018002082003,107.08160260779701,109.54700512062146,107.77424106918107,107.14150842280864,0.0,0.0,67.98570270006962,73.1778953283539,70.45860378261155,143.63649911096545,7,4,11
124,Kent St.,MAC,9-1,113.02822968313161,79,108.89512864108922,209,0.6054919156410893,124,21.38991262574277,8.610087374257233,11.68785978517824,6.312140214821761,0-0,0.29872772044729845,105.45474021667575,111.00584835863265,107.21992585120063,109.67839854126565,0.0,0.0,71.99883645765259,81.37901024053787,78.40322558064823,159.78223582118608,9,1,10
125,Columbia,Ivy,9-2,110.18137227649598,117,106.54624328857545,157,0.5952737777521367,125,20.203252995055887,7.796747004944107,9.187688355247843,4.812311644752158,0-0,0.3081973285154395,104.39640725902214,110.21614503377324,101.83453000961568,105.56284859044627,108.24906583108171,114.50931813776188,67.70162710792154,74.59458180102415,72.13354032873023,146.72812212975438,9,2,11
126,Davidson,A10,7-2,109.39580029122905,125,105.81898942522302,145,0.5944250393802768,126,17.722669151749066,12.277330848250937,9.002896391211612,8.997103608788388,0-0,0.42831333951296624,106.02886026583933,107.66801365517107,108.23187445263636,106.35862958789383,107.98622923732977,99.810946300321,66.34087639369615,72.57413265109896,70.20124497564561,142.77537762674456,7,2,9
127,Siena,MAAC,9-2,106.72935689556796,174,103.30584080685293,98,0.5926489512939315,127,23.27601153245253,7.723988467547475,15.640266794483777,4.359733205516223,2-0,0.28694429632675894,100.22083719285357,110.08895874983203,101.68991242528534,109.45911162667404,0.0,0.0,65.44495357189145,69.84897806788277,67.60845955309698,137.45743762097976,9,2,11
128,Winthrop,BSth,6-5,113.65658341012755,73,110.11516161586593,238,0.5900154962430957,128,20.30968513411689,10.690314865883114,11.402236208195596,4.597763791804403,0-0,0.44035090895293744,106.75529066137248,106.57148282572112,98.04669349336909,101.2701647609648,124.35697546412096,104.77549945937047,69.44445487193407,78.92819477522812,76.46887371548728,155.3970684907154,6,5,11
129,Duquesne,A10,6-3,109.86375377596943,119,106.49300089848549,156,0.588643359469467,129,16.282955212541935,14.717044787458063,7.9287539306011485,10.07124606939885,0-0,0.31788793049680436,104.80673086591135,111.43104700682115,104.57458792432557,102.63359075100081,118.9642371614531,113.06985217576953,72.27064087862072,79.39923894720297,76.9631742402108,156.36241318741378,6,3,9
130,Georgia Tech,ACC,6-4,102.15958856149683,263,99.2598743985718,41,0.5820367219435418,130,13.276300497730773,17.723699502269223,4.721095423328045,13.278904576671955,0-0,0.41336683419067477,104.36891758315167,107.80994709233462,110.0728250544746,103.5248703312554,114.69466630505991,97.34119298145819,71.23303849623709,72.77137904760845,70.70582454165122,143.47720358925966,6,4,10
131,Western Kentucky,CUSA,6-2,108.85328633635626,130,105.91531245288776,146,0.5780206326318696,131,19.600422213071145,11.399577786928855,11.56661628152083,8.43338371847917,0-0,0.4412722760866284,108.53825798076566,106.81112967546743,103.7762982035879,103.39895110274941,103.5338299535172,88.26099818800165,72.2473858676539,78.6436538090495,76.5210444807691,155.1646982898186,6,2,8
132,Drake,MVC,6-4,107.73726852534318,148,104.88901292447323,123,0.5764256052738025,132,17.210578667101213,13.789421332898788,10.486581079458325,9.513418920541673,0-0,0.35483340834007104,105.03634076523161,107.75420724234755,105.95690784333203,105.58782428747583,94.56848390465703,97.34952659458504,66.10510650145034,71.21983610043164,69.33699370204305,140.55682980247468,6,4,10
133,Stephen F. Austin,Slnd,7-2,107.28390632650863,157,104.55192993179617,119,0.5736208844046569,133,21.990035132426858,9.009964867573146,14.990035132426858,7.009964867573146,1-0,0.3409384770944575,102.78866101154989,108.01117927811659,100.0447479248621,104.71300086701096,0.0,0.0,66.70740670426805,71.56631172145008,69.74388111676463,141.3101928382147,7,2,9
134,UC Santa Barbara,BW,8-2,114.66864302073412,64,111.8589492730094,280,0.5708428889501381,134,20.764442770589664,10.235557229410338,12.930294376981394,7.069705623018605,2-0,0.31679303477670095,104.49834634543912,108.90830297658984,104.5700705147745,107.58487465320601,0.0,0.0,66.06660293834021,75.75767707929117,73.90140786719851,149.65908494648968,8,2,10
135,Florida Atlantic,Amer,6-3,111.16539136899787,102,108.46064546459263,195,0.5703464236054809,135,17.279768427496435,13.720231572503565,9.111839096538962,8.888160903461038,0-0,0.5085320422749917,108.11180573864321,105.08091578822687,105.48790328234887,102.64264035323669,0.0,0.0,67.39748583207093,74.92267889808655,73.09974816037149,148.02242705845805,6,3,9
136,Middle Tennessee,CUSA,5-4,107.94948690210629,145,105.47554743072065,137,0.566262672253502,136,17.74589334196489,13.254106658035111,11.713413929103384,8.286586070896618,0-0,0.5331380135682383,112.36732514879648,101.95642685818655,104.47206362648147,101.69618650142166,99.46897283499791,90.79678175836264,67.48634610454545,72.8511643488364,71.18159299476014,144.03275734359653,5,4,9
137,Boston College,ACC,5-5,102.93747348040613,245,100.5966405789463,55,0.5657503247043922,137,11.964756504346386,19.035243495653614,4.542609919117689,13.45739008088231,0-0,0.3994233800377736,105.725903896971,110.74286741182493,110.76962759950686,105.02936797227665,0.0,0.0,66.78195109781214,68.74365320100816,67.18039931747377,135.92405251848191,5,5,10
138,Pacific,WCC,7-3,107.28481408554057,156,105.17035657977218,130,0.5569800893575649,138,17.705750686965395,13.294249313034607,8.801990637316203,9.198009362683798,0-0,0.3726847256835296,105.38058547699285,108.84529175031797,104.25241505319666,102.77501975546775,0.0,0.0,65.71951113700796,70.50705534126512,69.11744420527435,139.62449954653948,7,3,10
139,St. Thomas,Sum,7-4,108.27070129608018,141,106.2627750879729,152,0.5536118145010073,139,21.895523565768453,9.104476434231541,11.579180968781733,4.420819031218266,0-0,0.3726647311848092,105.70671521217363,109.33585177491946,97.23179211254678,103.31576167192584,106.38442046282765,114.1775616224959,69.4338465022445,75.17651254482396,73.78233214360843,148.9588446884324,7,4,11
140,Hofstra,CAA,6-4,106.06450008162429,189,104.27960071918247,114,0.5486391633875027,140,19.03448800780798,11.965511992192024,11.231243245679828,6.768756754320169,0-0,0.4669627161429819,108.69625847464022,107.6299252353094,103.07392867856237,104.3156870618652,112.08621617005626,101.05823703482184,68.29820649342969,72.44015128197167,71.22109702971123,143.6612483116829,6,4,10
141,Kennesaw St.,CUSA,8-2,109.78810470918827,121,108.00545036780596,186,0.5469266567154086,141,19.13151997459873,11.868480025401263,11.063914200335905,8.936085799664095,0-0,0.24738196150095626,103.50131940385147,109.90419502949878,106.36552967111511,107.288797794789,0.0,0.0,73.47592628135646,80.66782688182163,79.35800509209615,160.02583197391778,8,2,10
142,Troy,SB,6-5,106.98853896177792,162,105.3051905815438,133,0.5454686778846187,142,18.540063302137753,11.45993669786225,12.26844091366994,5.731559086330057,0-0,0.4288347528596777,108.38105807474909,107.22161059711843,105.07130761514529,108.5841568439204,122.35048796088532,102.14913013284776,68.89282362949908,73.70742545071556,72.54771922005084,146.2551446707664,6,5,11
143,Wright St.,Horz,5-5,106.4604377256008,180,105.00778461269371,125,0.5394175239335947,143,19.11246185018529,11.88753814981471,13.327702790109036,6.672297209890965,1-1,0.39742814246687935,108.45399046096058,108.4806763978666,106.37670549353119,110.86360057114456,104.55623858674647,107.53238246478882,67.49644485326586,71.85701064000557,70.876521432743,142.73353207274857,5,5,10
144,East Tennessee St.,SC,8-2,107.05297314743413,160,105.65877587708403,141,0.5376171077112675,144,22.306572511086426,8.693427488913581,13.037607635343539,4.962392364656457,0-0,0.28393731319111337,102.79607273697056,109.31368029942647,103.75192402473263,110.61360894015694,0.0,0.0,68.9181663099971,73.7789460735452,72.81809088007587,146.59703695362106,8,2,10
145,Youngstown St.,Horz,6-4,105.25144765652686,206,103.91890073365417,108,0.5365662191065306,145,20.895126235843993,10.104873764156011,14.040875210419841,5.959124789580156,2-0,0.41378990712293007,106.7287082481377,108.94711179469842,98.77219499668925,103.7412640393848,0.0,0.0,68.31214027612147,71.89951656577519,70.98922524257726,142.88874180835245,6,4,10
146,Loyola Marymount,WCC,7-3,104.047205316612,231,102.76393310827507,90,0.5356190227982176,146,17.205215278335576,13.794784721664426,7.994043649947955,10.005956350052044,0-0,0.4082893437592775,107.26800167587605,109.27511936555081,108.40998283121797,107.19148529709055,0.0,0.0,67.40008647607449,70.12790635933527,69.26297978119274,139.390886140528,7,3,10
147,Oregon St.,WCC,5-5,108.67797197454047,135,107.49754573639008,174,0.5313569756855419,147,14.340899431120153,16.659100568879847,7.810549851245933,10.189450148754066,0-0,0.4269923239229544,104.23751507179095,107.1843559528703,107.64224020634055,105.7005250775447,0.0,0.0,65.45372154806925,71.13377716030446,70.36114425730516,141.49492141760962,5,5,10
148,Southern Illinois,MVC,5-4,108.1751192478383,143,107.21230258472693,168,0.5256809841663942,148,15.614264765648919,15.38573523435108,9.534033967971904,10.465966032028096,0-0,0.4558932919557952,106.84275099676898,106.72466458187367,106.55772691998908,105.29985931597324,89.83282551557943,100.66919039927569,70.0890414702792,75.81890419014135,75.14407521985048,150.96297940999182,5,4,9
149,North Texas,Amer,7-3,102.86635504624016,248,102.06023766955573,75,0.5226034086437292,149,17.347210892413926,13.652789107586077,8.751987696014318,9.248012303985682,0-0,0.3669041023266721,105.76688236380252,109.40971904876262,104.67443346150999,104.2310258786517,82.07861318127682,110.35901602673455,65.12602459855722,66.99276769105357,66.46777549002084,133.4605431810744,7,3,10
150,South Dakota St.,Sum,6-5,105.23205012257813,207,104.41589309671704,117,0.5223698533647658,150,19.191823427527517,11.80817657247249,11.164557454349378,4.835442545650624,0-0,0.4049840996616824,104.71632292240525,105.04835374345674,101.32502830838762,104.92825913872164,0.0,0.0,68.91310843324966,72.5186768075039,71.95623763128665,144.47491443879056,6,5,11
151,Quinnipiac,MAAC,7-3,105.61626335632249,200,104.86147708559231,122,0.5206082643911011,151,21.81823643456579,9.181763565434208,15.160613188463117,4.839386811536884,2-0,0.43746399832703975,106.69279058013097,106.7003838602302,103.04528963898082,109.52616313067175,113.36273901383603,113.04349683906487,72.07183211660033,76.11957601399521,75.57558772011541,151.69516373411062,7,3,10
152,Rutgers,B10,5-5,106.82642062381652,171,106.32552886861335,153,0.5135088230575913,152,10.6298785152898,20.3701214847102,3.7561387810696267,16.243861218930373,0-2,0.5135862237108438,107.78865994725129,104.70612854101469,112.16441154037554,102.51653688684515,104.69145523031679,112.78519571622496,66.12118136284266,70.63489132410687,70.30369577821746,140.93858710232433,5,5,10
153,Iona,MAAC,7-3,107.81186194785556,146,107.56315820585836,176,0.5066394101559761,153,21.53884086113492,9.46115913886508,14.144363540699379,5.855636459300624,1-1,0.39990170745846776,105.6256134169801,109.48591048913302,102.77014249664174,109.85968531938649,0.0,0.0,72.71216607329356,78.39234010623473,78.21150222832321,156.60384233455795,7,3,10
154,Arkansas St.,SB,7-3,107.41939938754311,155,107.25242107226484,170,0.5044724076845338,154,19.97076216299562,10.029237837004382,11.559212264877372,6.44078773512263,0-0,0.4706446823536618,106.99898944825071,105.07140023862628,100.9181378168486,104.09641381952115,107.39341048532661,112.1468826621996,74.08121001233799,79.57759085427791,79.45389129786157,159.0314821521395,7,3,10
155,Sam Houston St.,CUSA,6-3,108.53073598506055,137,108.5096252203278,199,0.5005592823670951,155,17.61624059324103,13.383759406758966,10.289153467994073,9.710846532005926,0-0,0.4794685700108184,111.49591564733483,105.54264751065261,104.06033958525086,102.8367783710345,120.80760529834879,112.63871190769311,70.40279628203116,76.40867295895127,76.3938103902629,152.80248334921419,6,3,9
