home_team,away_team,actual_total,minimum_line,sim_mean,hit_rate,cushion,hit_over
Seattle U,Idaho St.,157,137.5,149.48053355787542,79.66,11.980533557875418,True
San Francisco,Bradley,139,145.5,157.71043448103785,82.58,12.21043448103785,False
UC Irvine,Weber St.,149,140.5,152.58819386742692,62.050000000000004,12.088193867426924,True
Fresno St.,Utah Valley,149,146.5,158.5133581096685,85.89,12.013358109668502,True
Boise St.,Montana St.,120,142.0,153.97150245803903,73.46000000000001,11.971502458039026,False
Stonehill,Loyola Maryland,137,141.0,153.09460055196482,70.69,12.094600551964817,False
TCU,Michigan,130,149.0,161.1175343951851,73.50999999999999,12.11753439518509,False
Colorado,Providence,185,165.0,176.93879173638,81.62,11.938791736380011,True
Eastern Mich.,IU Indy,173,154.0,165.8381490164142,78.86999999999999,11.838149016414206,True
Navy,Washington Col.,161,150.0,162.00315639498032,80.19,12.003156394980323,True
Northwestern St.,Ecclesia,170,136.0,147.8404971830184,76.82,11.840497183018414,True
Central Mich.,Coppin St.,141,132.0,144.10674985273653,78.79,12.106749852736527,True
Illinois St.,Southern California,154,151.0,162.8534015438303,74.52,11.853401543830302,True
Ole Miss,CSU Bakersfield,142,124.0,135.9335643958719,85.84,11.933564395871912,True
UCLA,Arizona,134,148.0,159.81749084700033,80.45,11.817490847000329,False
Iowa,Xavier,143,147.0,158.96269319000137,72.53,11.962693190001374,False
Illinois,Colgate,149,155.0,166.78174775788042,73.74000000000001,11.781747757880424,False
Washington St.,Washington,150,156.5,168.70967443444277,77.83,12.209674434442775,False
Arizona St.,Gonzaga,142,155.5,167.72392905434094,75.25,12.223929054340942,False
California Baptist,Western Ill.,128,138.0,150.23223581848615,87.36,12.232235818486146,False
Saint Mary's (CA),North Texas,129,133.5,145.68789421675467,84.0,12.187894216754671,False
LMU (CA),Troy,137,136.0,147.9001731046566,62.22,11.900173104656602,True
Mississippi Val.,Utah Tech,156,144.5,156.40935700088744,73.72999999999999,11.90935700088744,True
Montana,Cal Poly,172,161.0,173.2499388442973,73.92999999999999,12.249938844297304,True
Charleston So.,Lindenwood,160,149.5,161.28841266793734,75.27000000000001,11.788412667937337,True
Rutgers,Lehigh,156,142.0,154.02124115724052,77.10000000000001,12.021241157240524,True
Texas A&M,UCF,160,162.5,174.57477776976256,73.67,12.074777769762562,False
Alabama St.,Virginia-Lynchburg,192,155.5,167.42736916371115,76.58,11.927369163711148,True
Towson,Norfolk St.,92,132.0,144.06348083069724,67.03,12.063480830697245,False
Col. of Charleston,South Carolina St.,149,146.5,158.58252255826932,80.80000000000001,12.082522558269318,True
McNeese,Louisiana,150,134.5,146.40337709839207,66.14,11.90337709839207,True
Fairfield,Stonehill,144,143.5,155.29556142123167,76.17,11.795561421231668,True
Rhode Island,UAlbany,141,145.0,156.90965462302213,79.94,11.909654623022135,False
Jacksonville St.,Coastal Carolina,141,138.5,150.7292216819134,62.67,12.229221681913401,True
West Ga.,The Citadel,192,138.0,150.10736120152072,68.46,12.107361201520717,True
Tulane,New Orleans,148,156.0,168.22347802523043,78.09,12.223478025230435,False
UAB,High Point,165,157.0,169.04263937705105,72.24000000000001,12.042639377051046,True
Duke,Indiana St.,162,150.5,162.26632234065676,73.77,11.766322340656757,True
Bucknell,Hofstra,160,138.5,150.40828921162108,92.30000000000001,11.908289211621081,True
Ga. Southern,Johnson C. Smith,177,136.0,147.79671432288347,73.83999999999999,11.796714322883474,True
Kentucky,Eastern Ill.,152,139.0,150.8095725639169,76.21,11.809572563916902,True
UNI,Furman,124,148.5,160.67801262507206,78.22,12.178012625072057,False
Iona,Fordham,147,155.5,167.29387471360286,69.67,11.793874713602861,False
Georgia,Georgia Tech,179,146.5,158.71358012456176,78.8,12.213580124561759,True
Drake,SIUE,120,128.0,140.1061283469583,68.16,12.106128346958286,False
SFA,Abilene Christian,142,128.5,140.41449093234291,77.16,11.914490932342915,True
Baylor,Tarleton St.,175,156.0,167.84427414564445,83.26,11.844274145644448,True
North Carolina,N.C. Central,150,138.0,150.16653368075168,87.47,12.166533680751684,True
DePaul,Northwestern,160,148.0,159.78409881153115,72.18,11.784098811531152,True
Brown,Hampton,135,134.0,145.99447703555305,74.09,11.994477035553047,True
Rice,East Texas A&M,135,142.5,154.4510515760448,75.64,11.95105157604479,False
Creighton,UMES,129,136.5,148.58053429093692,70.5,12.080534290936924,False
Texas Tech,Milwaukee,143,154.0,166.06608746936033,76.72,12.066087469360326,False
Arkansas,Samford,154,154.0,165.8233886539511,71.13000000000001,11.823388653951099,False
UC Davis,Sacramento St.,150,151.0,163.01335856139139,77.03,12.013358561391385,False
Campbell,Mid-Atlantic Christ.,163,139.5,151.50728211934413,72.53,12.007282119344126,True
Howard,Alcorn,136,146.5,158.46320947835272,69.78,11.963209478352724,False
Tennessee Tech,Berea,150,135.5,147.48372546849518,67.72,11.98372546849518,True
Columbia,UMass Lowell,158,153.5,165.59546813493296,69.88,12.095468134932958,True
Georgia St.,Fort Valley St.,146,131.5,143.28393389540875,76.34,11.783933895408751,True
Western Caro.,Voorhees,139,124.0,136.2090940022817,80.89,12.209094002281688,True
Wichita St.,Loyola Chicago,169,144.5,156.66885898415424,72.67,12.168858984154241,True
Seton Hall,Monmouth,128,141.0,152.90379564035194,88.12,11.903795640351944,False
Massachusetts,Le Moyne,174,154.0,166.21162154901475,82.39,12.211621549014751,True
N.C. A&T,Washington Adventist,172,138.0,149.7819880558331,79.5,11.781988055833096,True
Grambling,Southern Miss.,145,147.0,158.79493321622732,87.12,11.79493321622732,False
East Carolina,Elizabeth City St.,141,135.0,146.83855753947046,73.07000000000001,11.838557539470457,True
Alabama,Purdue,167,165.5,177.38597668480162,75.47,11.88597668480162,True
Alabama A&M,Charleston So.,132,148.5,160.6944252814413,79.88,12.194425281441312,False
Michigan St.,San Jose St.,139,141.5,153.55702349490323,73.87,12.057023494903234,False
Lafayette,Cornell,175,155.5,167.32479892870631,73.64,11.824798928706315,True
West Virginia,Pittsburgh,120,134.5,146.5395107714299,97.65,12.039510771429889,False
South Alabama,Central Mich.,130,129.0,141.22793877165722,77.48,12.227938771657222,True
Hawaii,Mississippi Val.,144,146.0,158.1803978124859,78.03999999999999,12.180397812485893,False
Princeton,John Jay,159,133.0,144.7701124161526,78.56,11.770112416152614,True
UNC Asheville,Bryan,146,142.5,154.37273048152304,79.21000000000001,11.872730481523035,True
St. Thomas (MN),Green Bay,141,148.5,160.2671820840359,81.44,11.767182084035909,False
NIU,Benedictine (IL),179,124.0,136.20997664022093,79.39,12.20997664022093,True
LSU,FIU,179,155.0,167.00632461803812,74.47,12.006324618038121,True
Kansas St.,California,195,157.5,169.5146458986111,84.96000000000001,12.014645898611093,True
Houston Christian,ULM,133,133.0,144.89129430077293,81.99,11.891294300772927,False
Robert Morris,Pitt.-Greensburg,138,133.5,145.3876535331394,80.43,11.8876535331394,True
Utah Valley,Westminster (UT),151,134.0,145.9279223863584,79.09,11.927922386358404,True
VMI,Virginia-Lynchburg,160,154.0,166.11175469461583,68.66,12.111754694615826,True
Houston,Oakland,123,147.0,159.07383055466633,74.52,12.07383055466633,False
Evansville,Middle Tenn.,149,132.5,144.53075088186228,70.44,12.030750881862275,True
Bryant,Dartmouth,157,144.0,155.75136501505062,64.56,11.751365015050624,True
Nevada,Southern Ill.,167,146.5,158.64579394414585,79.65,12.14579394414585,True
Seattle U,Eastern Wash.,161,131.0,142.9075654656209,77.39,11.907565465620905,True
Stanford,Montana St.,145,146.5,158.70341773923937,77.12,12.20341773923937,False
San Francisco,Portland St.,150,145.5,157.47629744647747,78.69,11.976297446477474,True
Oregon St.,North Texas,130,135.0,146.9637847873186,85.35000000000001,11.963784787318588,False
Utah Tech,Manhattan,154,153.0,164.80497620666782,69.51,11.804976206667817,True
San Diego,Idaho,152,158.0,170.08845631460412,82.28,12.088456314604116,False
Fresno St.,UC San Diego,151,149.5,161.58938384633194,80.93,12.089383846331941,True
Utah St.,Weber St.,156,155.0,166.98417422360313,67.94,11.984174223603134,True
Colorado St.,Cal Poly,172,158.0,170.17907575221648,83.47,12.179075752216477,True
Pacific,Long Beach St.,135,145.5,157.39471581984827,80.67,11.894715819848273,False
Bradley,UT Martin,145,134.5,146.52526583180105,82.64,12.02526583180105,True
Oral Roberts,Tulsa,175,157.5,169.47396258451374,77.13,11.973962584513743,True
Texas Southern,Samford,183,150.0,161.93272458161843,72.32,11.93272458161843,True
Texas St.,UTSA,149,141.0,152.89793203241015,65.57,11.897932032410154,True
Texas,FDU,151,140.0,151.84886603868813,70.69,11.84886603868813,True
Oklahoma St.,Prairie View,161,161.0,172.8074887873092,79.86999999999999,11.807488787309211,False
NC State,UNC Greensboro,174,133.5,145.5414781874851,71.03,12.041478187485097,True
Valparaiso,Nicholls,131,138.5,150.31578902065255,79.31,11.815789020652545,False
Missouri,Minnesota,143,149.0,160.76083204067237,76.94,11.76083204067237,False
North Dakota St.,St. Scholastica,149,131.5,143.45066342159538,68.85,11.95066342159538,True
Vanderbilt,Eastern Ky.,154,146.0,157.84559213184988,72.41,11.845592131849884,True
Oregon,South Dakota St.,152,147.0,158.76336260369715,74.0,11.763362603697146,True
South Dakota,Southern Ind.,163,157.0,169.0677507083003,73.92,12.06775070830031,True
St. Bonaventure,Siena,141,143.0,154.80106184781823,88.09,11.801061847818232,False
VCU,Saint Peter's,139,144.0,156.06257025941,83.26,12.062570259409995,False
ETSU,Northern Ky.,138,124.5,136.42169079812996,69.52000000000001,11.921690798129958,True
Longwood,James Madison,154,157.0,169.1871468309275,91.49000000000001,12.187146830927503,False
Georgetown,Binghamton,153,148.5,160.66346843264523,85.9,12.163468432645232,True
South Carolina,Presbyterian,142,138.5,150.55655227139667,76.58,12.056552271396669,True
Kennesaw St.,Point U.,171,142.0,154.24962352473088,78.53,12.249623524730879,True
Marshall,Elon,185,155.0,167.21279038098288,81.64,12.21279038098288,True
New Hampshire,Emmanuel (MA),166,133.0,145.0077630791197,64.58,12.007763079119712,True
Bellarmine,Hanover,149,141.0,152.950868394542,78.89,11.950868394541999,True
Southeast Mo. St.,Webster,128,124.0,136.07250313005795,79.92,12.072503130057953,True
Marquette,Little Rock,138,148.0,159.99825814567637,81.10000000000001,11.998258145676374,False
Marist,Vassar,154,124.5,136.48743959966635,72.46000000000001,11.987439599666345,True
Indiana,Milwaukee,171,154.0,165.7991530233736,71.98,11.799153023373606,True
N.C. Central,Bluefield St.,138,124.0,135.86175281742183,80.43,11.86175281742183,True
Tennessee,North Florida,165,155.5,167.66093606914185,83.11,12.160936069141854,True
South Fla.,Coppin St.,150,132.0,144.0747547573066,75.24,12.074754757306607,True
USC Upstate,Bob Jones,167,137.0,149.16531717583678,76.99000000000001,12.165317175836776,True
Virginia Tech,Saint Joseph's,153,150.0,162.00820758587062,74.77000000000001,12.008207585870622,True
Boston U.,Brown,167,125.5,137.52999620689582,74.62,12.029996206895817,True
Canisius,Mercyhurst,113,137.5,149.38322160321383,75.92999999999999,11.883221603213826,False
George Washington,American,174,158.5,170.31712316436017,78.67,11.817123164360169,True
Akron,Penn St.-Shenango,160,161.5,173.32908838068658,80.49,11.829088380686585,False
Western Mich.,Purdue Fort Wayne,154,137.5,149.70883817824924,76.08,12.208838178249238,True
Fordham,Wagner,124,140.5,152.25962386278334,66.86999999999999,11.759623862783343,False
Richmond,William & Mary,176,155.5,167.37824809504264,84.04,11.878248095042636,True
Villanova,Sacred Heart,154,157.0,168.7671231063208,70.37,11.76712310632081,False
Rhode Island,Stonehill,137,142.0,153.93198239956303,75.03999999999999,11.931982399563026,False
Loyola Maryland,NJIT,130,143.5,155.5109661502738,71.31,12.010966150273788,False
Coastal Carolina,Winthrop,138,150.5,162.27190675330334,68.27,11.771906753303341,False
UCF,Florida A&M,157,158.5,170.73878267443695,87.32,12.238782674436948,False
Maryland,Alcorn,148,148.5,160.35452352935582,74.94,11.854523529355816,False
Boston College,Central Conn. St.,119,128.5,140.74749028492877,74.66000000000001,12.247490284928773,False
Temple,La Salle,153,151.5,163.7257868113526,81.71000000000001,12.225786811352606,True
Butler,Chicago St.,164,155.5,167.57428973893863,79.71000000000001,12.074289738938631,True
Old Dominion,Norfolk St.,117,141.5,153.70053012915974,68.73,12.200530129159745,False
Providence,Penn,187,167.5,179.31719474665465,83.97,11.81719474665465,True
Clemson,Morehead St.,139,145.5,157.6005516702411,78.56,12.100551670241089,False
Colgate,Drexel,173,141.0,153.06739470676843,75.33999999999999,12.067394706768425,True
Troy,Pensacola Christian,177,135.0,147.09650072654338,66.82000000000001,12.096500726543383,True
Princeton,Bucknell,136,141.5,153.56084569319066,86.1,12.060845693190657,False
Florida,Florida St.,154,155.0,166.97338366906112,80.71000000000001,11.973383669061121,False
North Carolina,Radford,163,158.0,170.0073268142877,79.86,12.007326814287694,True
North Ala.,Northwestern St.,170,135.5,147.63645396860255,83.82,12.136453968602552,True
Cincinnati,Dayton,136,139.0,151.1812191475848,76.74,12.181219147584812,False
CSU Bakersfield,Western Ill.,132,124.0,135.96753187129107,87.07000000000001,11.967531871291072,True
Southern Utah,Bethesda (CA),178,136.0,147.8740934790893,71.46000000000001,11.87409347908931,True
Charlotte,Davidson,117,144.5,156.69979165901918,70.41,12.199791659019183,False
BYU,Delaware,153,155.5,167.7052932156372,79.75999999999999,12.205293215637198,False
Detroit Mercy,Cleary,146,138.5,150.70399130313754,78.18,12.203991303137542,True
New Mexico,UC Riverside,150,147.0,158.80807503807264,83.17999999999999,11.808075038072644,True
Oklahoma,Ark.-Pine Bluff,164,139.0,151.0287362249217,76.38000000000001,12.028736224921687,True
Wisconsin,Ball St.,141,150.5,162.54880051807118,77.34,12.048800518071175,False
Wyoming,Austin Peay,144,144.5,156.36864566630828,84.6,11.868645666308282,False
Army West Point,Duke,173,152.0,164.2235387947809,81.56,12.223538794780893,True
Illinois,Texas Tech,158,153.5,165.43740690784472,76.97,11.937406907844718,True
Virginia,Hampton,144,149.0,160.86931697039435,75.66000000000001,11.869316970394351,False
George Mason,Catawba,148,131.0,143.20604033937926,74.57000000000001,12.206040339379257,True
Boise St.,UTRGV,150,132.0,143.9188332431618,74.03,11.9188332431618,True
Ole Miss,Memphis,160,135.5,147.31889500559353,90.8,11.818895005593532,True
Duquesne,Queens (NC),168,161.0,172.8592344228294,88.68,11.859234422829388,True
High Point,Jacksonville,149,149.5,161.49454251633645,75.69,11.994542516336452,False
Harvard,Northeastern,137,144.5,156.57617189978797,77.72,12.076171899787965,False
UTEP,LMU (CA),129,130.5,142.54778887807578,62.91,12.047788878075778,False
Morgan St.,UMBC,160,152.5,164.41723337665738,72.83,11.917233376657379,True
Saint Francis,Mount St. Mary's,140,146.0,158.2317716616483,80.53,12.23177166164831,False
Wright St.,Toledo,152,153.0,164.7915404155257,76.64999999999999,11.791540415525702,False
IU Indy,IU Columbus,198,154.0,165.78186820984095,79.0,11.781868209840951,True
Kansas City,Iona,196,152.5,164.73892242099828,75.78,12.238922420998279,True
Air Force,LIU,148,139.5,151.3730103346541,70.78999999999999,11.873010334654111,True
Abilene Christian,S'western Adventist,167,128.0,140.0253594286073,76.83,12.025359428607288,True
Bethune-Cookman,Coastal Ga.,161,124.0,136.00801155610995,70.35,12.008011556109949,True
Stony Brook,St. Joseph's (L.I.),150,135.5,147.36896801619218,73.47,11.868968016192184,True
UIW,Southwestern Christ.,179,124.0,136.17969567750077,78.93,12.179695677500774,True
Ohio St.,App State,128,140.0,151.76926641429057,67.92,11.76926641429057,False
Michigan,Wake Forest,169,153.0,165.01518421732774,76.55999999999999,12.015184217327743,True
Penn St.,Navy,151,150.0,161.8698164503771,76.92,11.869816450377101,True
UAlbany,SUNY Delhi,167,133.0,144.89801279206452,82.19999999999999,11.89801279206452,True
UNC Asheville,Lipscomb,133,146.5,158.6648827191712,75.19,12.164882719171203,False
Pepperdine,Lincoln (CA),189,132.5,144.74146807036482,70.65,12.241468070364817,True
FGCU,Ga. Southern,189,136.0,147.8650193653885,76.35,11.865019365388491,True
Auburn,Wofford,155,157.5,169.70926047532703,75.21,12.209260475327028,False
Towson,Wilson,163,128.0,140.13885887600406,72.42,12.138858876004065,True
Quinnipiac,Yale,157,156.5,168.57604830058676,71.71,12.076048300586763,True
Nebraska,UMES,119,141.0,153.03606523248945,69.19,12.036065232489449,False
Missouri St.,Arkansas St.,171,149.5,161.26307319366657,72.34,11.763073193666571,True
Arkansas,Central Ark.,149,140.5,152.4090527757226,75.14,11.909052775722614,True
UIC,St. Francis (IL),153,124.0,135.90860578914157,81.07,11.908605789141575,True
North Dakota,Mayville St.,186,134.0,146.07906851926614,70.11,12.079068519266144,True
North Dakota St.,CSUN,158,131.0,143.09886226396384,68.19,12.098862263963838,True
Louisiana,Tulane,128,144.0,156.24646261105835,82.89,12.246462611058348,False
New Mexico St.,N.M. Highlands,132,132.5,144.35804147704883,82.85,11.858041477048829,False
Tarleton St.,Merrimack,138,143.5,155.4635301531808,73.47,11.963530153180812,False
DePaul,Buffalo,119,152.0,163.76698293923792,74.72,11.76698293923792,False
SMU,Murray St.,193,163.0,175.00968137227648,74.53999999999999,12.009681372276475,True
Notre Dame,Eastern Ill.,136,134.0,145.8369786880732,91.92,11.836978688073202,True
UAB,Alabama St.,151,153.0,165.20375698850773,80.2,12.203756988507735,False
Rice,SFA,150,134.5,146.44501662493366,75.24,11.945016624933658,True
Louisville,Kentucky,184,157.5,169.4832284499588,74.89,11.983228449958801,True
Tennessee St.,Oakwood,190,141.5,153.27052116386614,77.99000000000001,11.770521163866135,True
Arizona,Northern Ariz.,133,139.5,151.59465102430445,76.89,12.094651024304454,False
Kansas,A&M-Corpus Christi,123,132.0,144.14644890843044,77.22,12.146448908430443,False
UNLV,Montana,195,162.5,174.41541878127566,72.11999999999999,11.915418781275662,True
Saint Mary's (CA),Ohio,150,148.5,160.64387638945257,82.88,12.143876389452572,True
Sacramento St.,UC Santa Barbara,179,158.0,169.96669141018498,75.62,11.966691410184978,True
Gonzaga,Creighton,153,152.0,163.77231592986365,74.66000000000001,11.772315929863652,True
Seton Hall,Fairfield,141,144.5,156.3271952881521,82.50999999999999,11.827195288152097,False
Pittsburgh,Eastern Mich.,144,131.0,143.0820318008684,83.00999999999999,12.082031800868407,True
Eastern Ky.,Western Ky.,166,124.0,136.12025514777721,75.29,12.120255147777215,True
SIUE,Indiana St.,119,136.5,148.38297003674015,68.39,11.882970036740147,False
Georgia St.,Presbyterian,124,135.5,147.3229517276192,74.21,11.822951727619198,False
Furman,Columbia Int'l,148,149.0,160.7953022643754,68.67,11.795302264375408,False
The Citadel,Charleston So.,182,150.5,162.4584243909782,69.81,11.958424390978195,True
Miami (FL),Stetson,163,136.0,147.83629017493237,79.86,11.836290174932373,True
Niagara,Delaware St.,125,137.5,149.36298658901782,77.92999999999999,11.862986589017822,False
Hofstra,Molloy,156,130.0,141.9971733183674,82.07,11.997173318367402,True
Rutgers,Maine,132,132.5,144.5979397443804,81.01,12.097939744380398,False
Kent St.,UNCW,163,142.5,154.26618082868993,72.48,11.766180828689926,True
Northwestern,Cleveland St.,173,155.0,167.0660359620214,72.13000000000001,12.066035962021402,True
Washington St.,St. Thomas (MN),152,154.5,166.62042506766156,77.14999999999999,12.120425067661557,False
Drake,Simpson,140,128.0,139.96478819363827,74.22,11.96478819363827,True
LSU,New Orleans,151,156.5,168.3943943607131,80.11,11.894394360713108,False
ULM,Rust,143,124.0,136.11192361190095,76.83,12.111923611900949,True
McNeese,Biblical Stud. (TX),182,131.0,143.10627186827435,65.79,12.106271868274348,True
Saint Louis,Lindenwood,175,152.5,164.6943421314365,76.35,12.194342131436514,True
Milwaukee,Little Rock,164,149.5,161.6799932425892,76.25,12.179993242589205,True
Iowa St.,Mississippi St.,176,152.0,163.9000507177296,90.09,11.900050717729613,True
UT Arlington,Arlington Baptist,178,133.0,144.79578992130837,69.83,11.79578992130837,True
UC Irvine,Lincoln (CA),193,129.0,140.8305212075406,61.58,11.830521207540613,True
Xavier,Santa Clara,155,150.0,162.14271833458994,76.36,12.142718334589944,True
Gardner-Webb,North Greenville,173,124.0,135.8515409460115,77.13,11.85154094601151,True
Utah,Holy Cross,156,151.5,163.46090367990732,77.89,11.960903679907318,True
Georgia Tech,Southeastern La.,130,128.5,140.64075719915553,86.0,12.14075719915553,True
Grand Canyon,NIU,147,133.0,145.03521066775193,84.61,12.035210667751926,True
California,Cal St. Fullerton,158,156.0,168.09206589213272,68.31,12.092065892132723,True
Tennessee Tech,Virginia-Lynchburg,176,152.0,163.80219618055642,67.02,11.802196180556422,True
Robert Morris,Geneva,140,133.5,145.41727762535427,80.78,11.917277625354274,True
TCU,Lamar University,143,139.5,151.4400755427705,76.67,11.9400755427705,True
Youngstown St.,Penn St.-Shenango,168,149.5,161.6846553952263,77.32,12.184655395226287,True
Hawaii,East Texas A&M,174,141.5,153.7326744779776,78.28,12.23267447797761,True
UCLA,West Ga.,145,133.0,144.9401623254767,75.81,11.940162325476706,True
N.C. A&T,South Carolina St.,147,133.5,145.6093653434481,76.24,12.109365343448104,True
Green Bay,Ripon,146,135.0,146.8808797144689,77.60000000000001,11.880879714468904,True
Jacksonville St.,Reinhardt,153,128.5,140.37472168559188,64.35,11.87472168559188,True
Southern U.,Ecclesia,166,136.0,147.85843830812505,76.44,11.858438308125045,True
UMass Lowell,New Haven,140,140.5,152.30198434257233,67.35,11.801984342572325,False
UConn,Columbia,151,138.0,149.8174826444911,68.06,11.817482644491093,True
UNI,South Dakota St.,123,148.0,159.7654652175963,76.05,11.7654652175963,False
Georgia,Morehead St.,201,155.5,167.3090787433281,75.1,11.809078743328087,True
Dartmouth,Marist,131,139.0,151.22118724875023,63.61,12.221187248750226,False
South Dakota,Ozark Christian,186,144.0,156.07153149888268,71.39999999999999,12.071531498882678,True
Illinois St.,Cornell,141,158.5,170.33563263439413,71.1,11.83563263439413,False
Purdue Fort Wayne,Dominican (IL),193,138.5,150.33574386655272,73.36,11.835743866552718,True
North Dakota,CSUN,178,134.5,146.34216491890268,67.47999999999999,11.842164918902682,True
Indiana,Marquette,177,151.0,163.21736729346196,76.2,12.217367293461962,True
Brown,Vermont,173,138.5,150.28732366922105,74.22999999999999,11.787323669221053,True
UT Martin,Ky. Christian,139,124.0,135.97238685480872,83.53,11.972386854808718,True
Arizona St.,Utah Tech,147,147.0,158.78141352229935,76.44,11.781413522299346,False
Louisiana Tech,Lyon,128,125.0,137.08992014480464,75.82,12.089920144804637,True
Evansville,Oakland City,123,153.0,164.90577245573908,71.89,11.905772455739083,False
Missouri,VMI,174,157.0,169.1517820774305,69.51,12.15178207743051,True
San Diego St.,Idaho St.,130,141.5,153.6825853687344,73.92999999999999,12.182585368734408,False
North Texas,Loyola Chicago,126,136.5,148.51285857481676,77.49000000000001,12.012858574816761,False
Portland,UC Davis,130,146.5,158.41262508770646,70.94,11.91262508770646,False
Southern California,Manhattan,197,161.5,173.49832219396444,71.55,11.99832219396444,True
American,Penn,162,155.0,166.85218140014237,86.21,11.85218140014237,True
Howard,Grambling,143,144.5,156.38402210928774,71.83,11.884022109287741,False
South Carolina,Southern Miss.,162,146.5,158.26905361030546,86.39,11.769053610305463,True
Colorado St.,Omaha,171,155.5,167.47782538722745,85.69,11.977825387227455,True
Baylor,Washington,147,156.0,167.86510523648568,84.43,11.865105236485675,False
Bowling Green,Le Moyne,143,151.0,163.173632886089,71.34,12.173632886088996,False
App State,N.C. Central,130,124.0,136.00219922609395,77.19,12.00219922609395,True
Montana St.,Denver,148,150.0,161.98013626507142,78.82000000000001,11.980136265071422,False
Campbell,Western Mich.,173,140.0,151.83037725713461,74.03,11.830377257134614,True
Harvard,New Hampshire,161,143.0,155.20192106098958,65.52,12.201921060989577,True
James Madison,Coppin St.,154,148.5,160.46579014969873,89.69,11.965790149698734,True
Mercer,Lipscomb,169,149.0,160.85959177656144,72.57000000000001,11.859591776561444,True
Oklahoma St.,Texas A&M,150,163.5,175.63570466202592,75.44999999999999,12.135704662025915,False
West Virginia,Lehigh,116,138.0,149.97015250384035,83.37,11.970152503840353,False
Liberty,Fla. Atlantic,156,136.5,148.5543632411323,76.53999999999999,12.054363241132307,True
St. Bonaventure,Canisius,159,141.0,152.97901358271847,79.21000000000001,11.979013582718466,True
La Salle,Monmouth,133,142.5,154.49545546902203,79.92,11.995455469022033,False
Houston,Towson,113,132.0,143.88536587884022,72.34,11.885365878840219,False
Texas,Lafayette,157,151.5,163.3473813884223,79.9,11.847381388422292,True
Memphis,San Francisco,146,146.5,158.7458771141526,87.63,12.245877114152592,False
Ga. Southern,UNC Asheville,183,149.5,161.64760467152303,72.82,12.147604671523027,True
Tennessee,Northern Ky.,151,136.5,148.35827849064864,71.14,11.858278490648644,True
Mercyhurst,Penn St.-New Kens.,137,144.0,156.23925993530239,79.28,12.239259935302385,False
Norfolk St.,William & Mary,159,144.5,156.45161116979332,69.26,11.951611169793324,True
Providence,Virginia Tech,208,162.0,174.15067788707483,76.18,12.150677887074835,True
Wyoming,Cal St. Fullerton,174,152.0,163.7590460498352,67.58999999999999,11.759046049835206,True
Kansas St.,Bellarmine,169,161.5,173.65928926701292,86.18,12.159289267012923,True
Tarleton St.,A&M-Corpus Christi,162,137.0,148.77471769741996,76.47,11.774717697419959,True
Bradley,Central Mich.,139,134.5,146.45016119533653,76.58,11.950161195336534,True
BYU,Holy Cross,151,154.0,165.9140605131727,74.95,11.9140605131727,False
UNC Greensboro,Elon,182,150.5,162.4544639577038,76.31,11.954463957703808,True
Toledo,Marshall,158,158.0,170.02134565156152,79.75999999999999,12.021345651561518,False
South Alabama,Spring Hill,149,129.0,141.0293184548695,79.45,12.029318454869497,True
Wofford,Milwaukee,162,155.5,167.37608353134277,74.33,11.876083531342772,True
Dayton,UMBC,148,148.5,160.64443910388263,74.69,12.144439103882632,False
Tulane,Texas St.,150,145.0,156.97039231014514,71.08,11.970392310145144,True
Duke,Western Caro.,149,136.0,148.2139013544864,82.11,12.21390135448641,True
South Fla.,George Washington,194,144.5,156.61078087999016,73.0,12.110780879990159,True
Florida A&M,Kennesaw St.,164,157.5,169.41627744167405,85.04,11.916277441674055,True
Binghamton,Niagara,126,138.0,150.2262432910813,79.16,12.226243291081289,False
Syracuse,Delaware St.,126,147.5,159.63620821551976,84.65,12.136208215519758,False
Saint Joseph's,Drexel,141,139.5,151.40038089932983,75.25,11.900380899329832,True
Minnesota,Alcorn,145,144.5,156.7096440159911,75.87,12.209644015991103,True
Akron,Princeton,173,156.0,168.06708642227767,82.62,12.067086422277669,True
St. John's (NY),Alabama,199,168.5,180.36690042206502,75.39,11.866900422065015,True
USC Upstate,Southern Va.,151,150.0,161.75167164643207,76.38000000000001,11.751671646432072,True
UCF,Vanderbilt,198,166.5,178.57489064498637,80.43,12.074890644986368,True
New Haven,Penn St.,130,140.0,152.1175099489635,67.71000000000001,12.117509948963487,False
NJIT,Fairfield,127,145.5,157.51642088663505,76.3,12.016420886635046,False
Nebraska,FIU,162,155.5,167.2965418938165,70.84,11.79654189381651,True
Central Ark.,Champion Chris.,173,124.0,135.997740870357,93.35,11.997740870357006,True
Saint Peter's,FDU,176,130.5,142.3815330729176,71.87,11.881533072917591,True
Boise St.,Utah Valley,178,142.0,153.89219297315833,76.25999999999999,11.89219297315833,True
Missouri St.,Northwestern Okla.,163,143.0,154.9136712383353,71.98,11.913671238335297,True
Oral Roberts,John Brown,134,142.0,154.06622538932342,75.91,12.06622538932342,False
UC Santa Barbara,San Jose St.,159,148.0,159.9721286422183,72.48,11.972128642218308,True
Belmont,Tennessee St.,166,155.5,167.47938154675074,81.61,11.979381546750744,True
Wichita St.,Prairie View,167,149.5,161.37960371959431,72.18,11.879603719594314,True
Massachusetts,UAlbany,145,146.0,157.93634209604255,88.75999999999999,11.936342096042551,False
