home_team,away_team,actual_total,minimum_line,sim_mean,hit_rate,cushion,hit_over
Akron,Iona,171,168.0,179.90902136418495,79.75,11.909021364184952,True
Lehigh,Columbia,149,147.5,159.49019260650664,69.89,11.990192606506639,True
San Jose St.,Southern U.,146,145.0,157.0055819367974,72.28999999999999,12.005581936797398,True
Utah Tech,Nobel,144,131.0,142.85631492277727,75.68,11.856314922777273,True
SMU,Arkansas St.,169,159.0,171.03471110897888,77.01,12.034711108978883,True
Pepperdine,SFA,123,132.5,144.71042120446052,70.37,12.210421204460516,False
Norfolk St.,Hampton,122,136.0,147.75827767244664,67.07,11.758277672446638,False
New Mexico,Mississippi St.,158,149.5,161.47698288490503,92.85,11.976982884905027,True
Drake,Buena Vista,150,128.0,139.77519990709837,73.6,11.775199907098369,True
UAB,South Alabama,152,143.0,154.91974101045696,80.82000000000001,11.91974101045696,True
St. Thomas (MN),Northern Colo.,145,136.5,148.3805833181195,87.2,11.880583318119506,True
Oregon St.,Evansville,142,141.5,153.63298209719923,79.57,12.132982097199232,True
Texas St.,Little Rock,121,137.0,149.0552866561881,71.1,12.055286656188088,False
Belmont,Fisk,145,137.0,148.82307351339603,77.97,11.823073513396025,True
South Dakota St.,Georgia St.,163,141.0,153.23842884074304,74.9,12.23842884074304,True
LSU,Omaha,172,160.5,172.6735024383515,89.98,12.173502438351505,True
Texas A&M,Manhattan,177,166.0,177.92134591358845,69.3,11.921345913588453,True
Tulsa,Austin Peay,159,147.5,159.67921653408436,84.43,12.179216534084361,True
UCLA,Presbyterian,132,138.5,150.33430932565915,75.9,11.834309325659149,False
Stanford,Seattle U,146,144.5,156.4697972861158,80.54,11.969797286115806,True
Air Force,SIUE,140,129.0,140.92804265278411,67.86999999999999,11.928042652784114,True
Santa Clara,Louisiana,123,142.0,153.77855920979317,78.39,11.778559209793173,False
Sacred Heart,Holy Cross,145,155.0,166.92849527519866,69.57,11.928495275198657,False
Portland,Cal St. Fullerton,188,153.5,165.31238477195785,65.09,11.812384771957852,True
Florida,Merrimack,125,146.5,158.47983405419782,71.96000000000001,11.979834054197823,False
Grand Canyon,Northwestern St.,157,145.5,157.6155104404939,81.39,12.115510440493892,True
Colorado St.,Denver,164,154.0,165.80140726038533,85.63,11.801407260385332,True
Memphis,Wake Forest,137,150.0,161.77505491773206,85.34,11.775054917732064,False
Fresno St.,New Orleans,161,150.5,162.69589275743908,79.97,12.195892757439083,True
San Diego,UC Riverside,156,153.5,165.6781763169329,81.62,12.178176316932905,True
New Mexico St.,Samford,153,144.5,156.69851966478927,78.89,12.198519664789274,True
Xavier,Georgia,155,155.0,167.15031020110376,76.55,12.150310201103764,False
Purdue,Texas Tech,142,153.5,165.28963482342868,85.78,11.789634823428685,False
Nebraska,Kansas St.,171,160.0,171.96922121049911,80.61,11.969221210499114,True
California Baptist,Grambling,131,150.0,162.05014762896846,87.7,12.05014762896846,False
Long Beach St.,Montana St.,150,143.5,155.49501386325252,76.85,11.995013863252524,True
California,Sacramento St.,158,157.5,169.73371436914323,76.82,12.233714369143229,True
Saint Louis,Purdue Fort Wayne,151,155.5,167.60671945172408,73.09,12.106719451724075,False
Iowa,Chicago St.,147,150.5,162.74430984839015,72.43,12.244309848390145,False
Wright St.,Ohio Wesleyan,147,150.5,162.4800912075715,77.36,11.98009120757149,False
Queens (NC),UNC Greensboro,195,153.0,165.19109691395113,78.4,12.191096913951128,True
UNLV,Saint Joseph's,184,157.0,169.07171979023477,76.71,12.071719790234766,True
Kansas St.,Mississippi St.,175,157.5,169.68209625505577,95.15,12.182096255055768,True
Houston,Rider,136,137.5,149.43257760965233,83.88,11.932577609652327,False
Texas Tech,Wake Forest,167,151.0,162.9454697166168,80.95,11.945469716616799,True
Oklahoma,Oral Roberts,166,158.5,170.5381562193539,75.48,12.038156219353908,True
North Texas,Central Ark.,130,126.0,138.14461981289244,84.44,12.144619812892444,True
Utah,Cal Poly,177,161.0,172.95093002816972,79.10000000000001,11.950930028169722,True
Missouri,South Dakota,170,164.5,176.50008628357043,73.47,12.000086283570425,True
Illinois St.,Rockford,141,136.0,147.90608761835057,74.91,11.906087618350568,True
Ohio St.,Western Mich.,149,139.5,151.66084958825942,70.86,12.160849588259424,True
Rice,Tarleton St.,164,148.0,160.1232576796137,77.57,12.123257679613687,True
Fla. Atlantic,Pacific,141,135.0,147.24306125600523,78.97,12.243061256005234,True
Miami (OH),Mercyhurst,147,130.0,141.80745007405687,67.97,11.807450074056874,True
New Mexico,Nebraska,156,152.0,163.7852791579184,79.11,11.78527915791841,True
Houston Christian,Biblical Stud. (TX),152,133.0,145.01854408428352,80.2,12.01854408428352,True
Southern California,Troy,213,150.0,162.1104715222167,66.78,12.110471522216699,True
Fordham,LIU,122,146.5,158.4650598145798,68.13,11.965059814579803,False
Stony Brook,Brown,150,137.0,148.87679198804688,73.06,11.876791988046875,True
St. Bonaventure,Robert Morris,136,142.5,154.33077812766672,86.5,11.830778127666719,False
Delaware St.,Kean,130,132.5,144.40870122219746,77.92999999999999,11.908701222197465,False
Cornell,Colgate,189,158.5,170.7088408939437,71.49,12.208840893943687,True
Vanderbilt,Texas Southern,183,162.0,174.1484483879391,74.9,12.148448387939112,True
Princeton,Northeastern,127,143.5,155.69261179762364,81.89,12.192611797623641,False
Tennessee,Tennessee St.,149,155.0,167.24903092317825,82.13000000000001,12.249030923178253,False
Miami (FL),Elon,171,139.5,151.48973383157303,85.9,11.989733831573034,True
Nobel,Montana St.,147,133.0,144.98788806804112,78.47,11.987888068041116,True
UCF,Pittsburgh,144,150.5,162.67256166899637,88.61,12.172561668996366,False
Purdue,Memphis,151,152.0,164.1812623027627,93.60000000000001,12.18126230276269,False
Indiana,Lindenwood,126,150.0,162.01705597931445,74.58,12.01705597931445,False
Marshall,Ark.-Pine Bluff,168,138.0,150.0717216288208,79.10000000000001,12.071721628820796,True
UIC,High Point,170,143.0,154.81622198937387,74.59,11.816221989373872,True
Southern Ind.,UIW,168,135.5,147.65644428390308,83.67999999999999,12.156444283903085,True
Central Mich.,Northern Ky.,156,124.5,136.545084346436,69.66,12.045084346436,True
St. John's (NY),Bucknell,146,153.5,165.27511199432374,85.85000000000001,11.775111994323737,False
Wofford,North Florida,164,156.0,168.20352653519342,78.25,12.203526535193419,True
Richmond,VMI,141,151.0,163.00642084057444,69.89999999999999,12.006420840574435,False
Indiana St.,Louisiana Tech,111,137.5,149.4691102948268,72.43,11.969110294826805,False
UTEP,St. Thomas (TX),167,142.0,153.98462715164672,68.64,11.98462715164672,True
Bowling Green,William & Mary,156,152.0,163.95243182563217,70.83,11.952431825632175,True
Belmont,Lipscomb,143,147.0,158.86453865872784,78.94,11.864538658727838,False
Jacksonville St.,South Alabama,136,133.5,145.4830282895276,65.3,11.983028289527596,True
South Carolina St.,Chattanooga,144,146.5,158.41917321468702,81.92,11.91917321468702,False
La Salle,Villanova,125,144.5,156.47479095433346,84.08,11.974790954333457,False
Sam Houston,Wyoming,148,139.0,150.8330376980477,76.94,11.83303769804769,True
Saint Mary's (CA),Arkansas St.,157,150.0,161.9574532300575,81.8,11.957453230057496,True
Weber St.,Campbell,176,153.5,165.71996952827607,68.75,12.219969528276067,True
Portland St.,Evergreen St.,151,133.5,145.46409614102274,76.0,11.964096141022736,True
Illinois,Alabama,176,165.5,177.58209440536768,72.02,12.082094405367684,True
Auburn,Jackson St.,178,154.5,166.29195276606924,77.92,11.791952766069244,True
Bradley,UMass Lowell,164,151.0,162.88930860485257,80.13,11.889308604852573,True
Creighton,North Dakota,135,147.5,159.6847897895286,71.0,12.184789789528594,False
Eastern Ill.,Tiffin,112,124.0,135.9434310404639,82.82000000000001,11.943431040463906,False
East Texas A&M,Dallas Christian,159,131.5,143.62196636537496,77.19,12.12196636537496,True
Stetson,Howard,124,145.5,157.4258552113358,69.59,11.9258552113358,False
Western Caro.,UNC Asheville,153,137.0,149.13435085466978,77.58,12.134350854669776,True
Oklahoma St.,South Fla.,198,144.0,155.86481001597232,74.42,11.864810015972324,True
Marquette,Dayton,148,147.0,159.17635966120636,82.82000000000001,12.176359661206362,True
Merrimack,Maine,137,131.0,142.80709496114886,73.49,11.807094961148863,True
Utah Valley,UC Irvine,151,138.5,150.5320045874725,61.39,12.0320045874725,True
Long Beach St.,Nobel,141,134.0,145.9269187317509,82.5,11.926918731750902,True
North Dakota St.,Jamestown,149,130.5,142.72486224181972,69.58,12.224862241819721,True
Omaha,Concordia (NE),176,141.5,153.52644195440016,79.45,12.026441954400156,True
Washington St.,Southern Utah,172,154.0,166.24022707753625,69.17,12.240227077536247,True
Quinnipiac,CCNY,164,138.0,150.09293412340466,70.92,12.09293412340466,True
TCU,Kansas City,126,141.5,153.35897579925495,71.5,11.85897579925495,False
Samford,FGCU,139,135.5,147.49501371415928,76.36,11.995013714159285,True
The Citadel,North Greenville,127,137.5,149.30879805093863,69.78,11.808798050938634,False
Toledo,Youngstown St.,167,154.0,166.1209643352357,77.0,12.120964335235698,True
Maryland,Mount St. Mary's,185,144.5,156.7359637538987,73.74000000000001,12.235963753898687,True
Penn St.,Harvard,164,148.5,160.44921214850277,77.91,11.949212148502767,True
George Washington,UMBC,141,162.0,173.95302302069686,73.81,11.953023020696861,False
Notre Dame,Bellarmine,165,153.0,164.76804296152793,84.25,11.768042961527925,True
Ohio,Bethune-Cookman,149,140.0,152.21278947037183,71.91,12.212789470371831,True
Virginia Tech,Bryant,139,144.5,156.51524812633772,77.74,12.015248126337724,False
USC Upstate,Tennessee Tech,172,148.0,160.0801947791243,68.56,12.080194779124298,True
UConn,Arizona,138,139.5,151.55626699938063,73.3,12.056266999380625,False
Furman,Ohio Christian,123,151.5,163.62307379460907,76.49000000000001,12.12307379460907,False
Michigan,Middle Tenn.,147,140.5,152.71832989704964,70.02000000000001,12.218329897049642,True
Duquesne,Loyola Maryland,170,151.5,163.5610105730474,73.92999999999999,12.061010573047412,True
Binghamton,Misericordia,127,133.0,145.2437903229533,78.64,12.243790322953288,False
Air Force,Alabama St.,130,143.0,154.87065309293143,74.49,11.870653092931434,False
Southeastern La.,William Carey,116,124.0,136.20525560319993,82.3,12.20525560319993,False
Cleveland St.,Valparaiso,165,150.0,161.88464917948812,74.49,11.884649179488122,True
Temple,Hofstra,157,149.5,161.715599008916,92.73,12.215599008916001,True
Texas A&M,Montana,167,159.5,171.45544500456197,69.69999999999999,11.955445004561966,True
UNCW,East Carolina,145,134.5,146.50363544469062,70.02000000000001,12.003635444690616,True
California Baptist,UC Riverside,137,151.0,163.07695627375185,83.17,12.076956273751847,False
Nevada,UC Davis,146,143.0,155.21937740347744,88.51,12.219377403477438,True
San Francisco,Northwestern St.,148,148.0,159.80159881445053,79.11,11.801598814450529,False
Stanford,Louisiana,159,141.0,152.78866862619557,80.35,11.788668626195573,True
San Diego St.,Troy,215,148.0,159.79480123630097,65.47,11.79480123630097,True
California,Presbyterian,124,143.0,155.14997805485845,75.13,12.149978054858451,False
Pepperdine,New Orleans,169,147.0,159.01033627931,69.95,12.010336279309996,True
San Diego,Grambling,146,152.5,164.50484720168166,84.92,12.004847201681656,False
Western Ky.,Bethel (TN),164,124.0,135.90463450168207,79.27,11.904634501682068,True
Fresno St.,SFA,158,136.0,147.88892720937807,80.9,11.888927209378068,True
Syracuse,Monmouth,151,149.0,161.08933673845576,88.18,12.089336738455756,True
Utah,Purdue Fort Wayne,162,154.5,166.46427398002302,74.19,11.964273980023023,True
Texas,Rider,164,150.0,162.17043130317336,80.47999999999999,12.170431303173359,True
Boise St.,Wichita St.,121,142.0,154.0594328505773,71.67999999999999,12.05943285057731,False
Cornell,Army West Point,159,158.5,170.7136032728072,74.75,12.213603272807205,True
UCLA,Sacramento St.,127,152.0,164.04391740870417,77.92,12.043917408704175,False
Duke,Kansas,144,143.0,155.19139638268095,81.27,12.19139638268095,True
Washington,Southern U.,192,150.5,162.62826867298534,81.65,12.128268672985342,True
Iowa,Southeast Mo. St.,169,134.0,146.19988929990876,75.38,12.199889299908762,True
Oral Roberts,Haskell,148,141.5,153.31033442745064,75.71,11.810334427450641,True
Southern Miss.,William Carey,141,135.5,147.62390745902417,80.61,12.123907459024167,True
Murray St.,Little Rock,157,156.0,168.19893703921116,77.66999999999999,12.19893703921116,True
Texas St.,Abilene Christian,112,132.0,144.24243089194852,70.15,12.242430891948516,False
UNI,NIU,127,137.5,149.2895031858743,84.02,11.78950318587431,False
Northern Ariz.,Embry-Riddle (AZ),187,124.0,136.08487115989337,75.84,12.084871159893368,True
Arkansas,Winthrop,167,157.0,168.76491181335746,73.57000000000001,11.764911813357458,True
SMU,Ark.-Pine Bluff,166,139.0,151.2296837935912,77.89,12.229683793591192,True
LSU,Alcorn,188,155.0,167.20854051768617,83.54,12.208540517686174,True
Ole Miss,Austin Peay,137,132.5,144.3391624475257,89.97,11.839162447525695,True
Minnesota,Chicago St.,120,146.0,158.2372789149252,74.72999999999999,12.237278914925213,False
Evansville,UT Arlington,160,142.0,154.03142591120383,70.30999999999999,12.031425911203826,True
DePaul,Gardner-Webb,155,136.5,148.3608902023285,72.92999999999999,11.860890202328505,True
Santa Clara,Idaho St.,119,144.0,155.99600723707235,76.91,11.996007237072348,False
Yale,Rhode Island,163,153.5,165.60936939380628,76.99000000000001,12.109369393806276,True
Iona,Princeton,158,153.5,165.41099343664902,80.35,11.910993436649022,True
Providence,New Hampshire,164,156.5,168.38087681056936,64.71000000000001,11.880876810569362,True
James Madison,Towson,156,144.0,155.94422383872205,74.58,11.944223838722053,True
FIU,Fort Lauderdale,184,136.5,148.61102037340146,72.32,12.111020373401459,True
Boston College,Hampton,115,137.5,149.71512164693158,73.08,12.215121646931578,False
Drexel,NJIT,118,136.0,148.0808900936903,75.9,12.0808900936903,False
Delaware,Saint Peter's,151,144.0,155.94741307506422,84.66,11.947413075064219,True
South Carolina,Radford,145,153.0,164.97559203678009,80.61,11.975592036780085,False
Xavier,Old Dominion,168,152.0,163.76358493250777,77.63,11.763584932507769,True
Longwood,UMES,165,140.5,152.29491456356126,71.91,11.794914563561264,True
Lehigh,Saint Francis,141,146.5,158.53314626069482,85.03,12.03314626069482,False
FDU,Saint Elizabeth,158,124.0,136.06333852740673,72.11,12.063338527406728,True
Dartmouth,Me.-Augusta,181,138.5,150.32548150562673,63.55,11.825481505626726,True
Delaware St.,Cheyney,158,132.5,144.5174019209823,77.78,12.017401920982309,True
Kent St.,Eastern Ky.,171,142.5,154.4947696650365,73.17,11.9947696650365,True
North Carolina,Navy,134,151.0,162.78939229465468,79.05,11.789392294654675,False
N.C. Central,Toccoa Falls,190,124.0,135.9052824999538,80.9,11.905282499953813,True
Rutgers,American,151,144.0,155.8842423027967,77.61,11.884242302796707,True
Kentucky,Michigan St.,149,145.0,157.1957508953003,75.7,12.195750895300307,True
Detroit Mercy,Eastern Mich.,134,138.5,150.709046154219,78.78,12.20904615421901,False
Seton Hall,New Haven,113,133.5,145.55268447302544,67.82000000000001,12.052684473025437,False
Charleston So.,IU Indy,194,169.0,180.7579921398394,77.13,11.757992139839388,True
Columbia,Boston U.,103,137.5,149.4424828683662,68.81,11.942482868366199,False
Florida St.,UT Martin,160,140.0,152.07299521059062,82.3,12.07299521059062,True
UAlbany,Paul Smiths,163,132.5,144.60771878018937,83.13000000000001,12.107718780189373,True
Morgan St.,N.C. A&T,152,137.5,149.3550948365563,76.23,11.855094836556304,True
Buffalo,Vermont,184,151.5,163.48970299650205,79.9,11.989702996502047,True
UTSA,Southwestern Christ.,173,136.0,148.20484572739517,68.19,12.204845727395167,True
Coppin St.,Central Penn,165,150.5,162.48263106345456,79.14,11.982631063454562,True
Georgia Tech,Ga. Southern,134,141.0,152.8670869556177,75.62,11.867086955617708,False
Brown,Holy Cross,117,136.0,147.91865589085114,76.33,11.918655890851142,False
George Mason,Jacksonville,136,137.0,148.99139834863627,79.51,11.991398348636267,False
Tennessee Tech,West Ga.,120,134.5,146.35703621347932,66.60000000000001,11.857036213479319,False
UTRGV,S'western Adventist,163,124.0,135.9511483284294,75.36,11.951148328429412,True
Pittsburgh,Bucknell,134,140.0,152.0955612445907,93.64,12.095561244590698,False
ULM,Lamar University,145,129.5,141.5178676474791,81.11,12.017867647479108,True
UAB,Rhodes,168,137.5,149.34416210806498,76.75,11.844162108064978,True
Fla. Atlantic,Coastal Ga.,155,124.0,136.1837265330345,77.42,12.183726533034502,True
High Point,Canisius,143,152.0,163.82653160584513,72.68,11.826531605845133,False
Oregon,Oregon St.,162,146.0,158.2221470556719,83.77,12.222147055671911,True
Col. of Charleston,Drake,133,141.0,152.8359598956209,77.05,11.835959895620903,False
Gonzaga,Southern Utah,172,154.0,166.16896053541785,68.52000000000001,12.168960535417852,True
South Dakota St.,Peru St.,140,133.5,145.49088370786092,73.16,11.990883707860917,True
Missouri,Prairie View,164,158.0,170.1673483895605,78.47,12.167348389560487,True
North Dakota St.,Southern Ill.,177,143.0,155.05153297252375,69.26,12.051532972523745,True
Tennessee,Rice,157,147.5,159.5735909982652,78.08,12.073590998265189,True
Western Ill.,Coe,137,124.0,136.085241489404,80.63,12.085241489404012,True
Colorado,Alabama St.,160,156.5,168.7493257825791,86.29,12.249325782579092,True
Iowa St.,Stonehill,153,144.5,156.69066033265145,79.59,12.190660332651447,True
Liberty,CarolinaU,144,136.5,148.6221097155697,76.36,12.122109715569707,True
Arizona St.,Georgia St.,137,147.5,159.6624029882863,81.82000000000001,12.162402988286289,False
Portland St.,CSU Bakersfield,173,133.5,145.4828090495929,79.88,11.982809049592902,True
Clemson,North Ala.,142,133.0,144.76388176044162,85.00999999999999,11.76388176044162,True
San Jose St.,Bethesda (CA),166,133.0,144.90796220222236,73.98,11.907962202222365,True
West Virginia,Lafayette,140,138.0,150.24863943556613,90.25,12.248639435566133,True
Le Moyne,Niagara,142,145.5,157.69967816805163,79.01,12.199678168051634,False
NC State,VCU,164,136.5,148.6163336662968,74.39,12.11633366629681,True
Eastern Wash.,Eastern Ore.,164,124.5,136.25556635066587,74.51,11.755566350665873,True
Siena,Colgate,141,146.5,158.74027261842437,80.55,12.24027261842437,False
Penn,Saint Joseph's,157,154.5,166.6858074125832,82.89999999999999,12.185807412583188,True
Wisconsin,SIUE,163,139.5,151.34357087517645,69.25,11.843570875176454,True
Tarleton St.,Angelo St.,131,137.0,148.85778760211292,78.71000000000001,11.857787602112921,False
Georgia,Florida A&M,144,158.0,170.1717121569666,82.36,12.171712156966606,False
Kansas St.,Tulsa,167,157.5,169.63670563151967,82.87,12.136705631519675,True
UC Santa Barbara,LMU (CA),152,139.5,151.7293417363896,65.10000000000001,12.229341736389614,True
UCF,Oakland,170,165.0,176.88889937989674,73.52,11.888899379896742,True
Northern Ky.,Cumberlands (KY),174,124.0,136.13420471232646,70.74000000000001,12.134204712326465,True
Kennesaw St.,South Fla.,197,142.5,154.3399205097495,72.48,11.839920509749504,True
Fairfield,Loyola Maryland,167,149.0,161.1623186587808,71.85000000000001,12.162318658780805,True
Oklahoma St.,A&M-Corpus Christi,154,144.0,156.02177306931523,79.31,12.02177306931523,True
Massachusetts,Central Conn. St.,161,136.5,148.58508917141856,80.01,12.08508917141856,True
Wake Forest,UMass Lowell,184,155.0,167.20575467431868,78.67,12.205754674318683,True
South Dakota,Western Mich.,161,144.5,156.306229695088,72.85000000000001,11.806229695088007,True
Virginia Tech,Charlotte,160,150.5,162.69223084963127,72.54,12.192230849631272,True
Valparaiso,Bryant,118,136.0,148.16185131192063,87.6,12.161851311920628,False
Auburn,Houston,145,143.5,155.44112311801138,77.79,11.941123118011376,True
Marist,Harvard,110,134.0,146.08937174727342,72.50999999999999,12.089371747273418,False
Alabama A&M,Lindenwood,139,147.5,159.60897212493865,83.82,12.108972124938646,False
Southern Ind.,Loras,165,135.5,147.63689735598044,80.41,12.136897355980437,True
Fordham,Manhattanville,158,156.5,168.6484530789972,67.45,12.148453078997193,True
Sacramento St.,Presbyterian,126,146.0,158.21285098111278,72.69,12.21285098111278,False
Loyola Chicago,Colorado St.,147,147.5,159.38347939545395,77.91,11.883479395453946,False
Morehead St.,Ky. Christian,172,135.0,147.03889940437523,80.25999999999999,12.038899404375229,True
Indiana,UIW,130,136.5,148.40214719367162,76.03999999999999,11.902147193671624,False
Cincinnati,Mount St. Mary's,127,140.0,151.90833468738325,72.67,11.908334687383245,False
Long Beach St.,Illinois St.,162,147.0,158.9468834823117,76.53,11.946883482311705,True
Purdue,Akron,176,163.5,175.4558780336769,85.39999999999999,11.955878033676896,True
CSUN,Troy,179,136.0,148.0422709426602,64.97,12.042270942660195,True
Florida,Miami (FL),150,138.0,150.10320548410292,83.75,12.103205484102915,True
Western Ky.,Tennessee St.,177,141.0,153.17639581749822,83.17,12.176395817498218,True
Memphis,UNLV,170,157.5,169.6711927369284,85.42999999999999,12.17119273692839,True
Radford,Cleveland St.,169,162.0,173.94072105033948,71.98,11.940721050339477,True
Dartmouth,App State,162,138.5,150.48496407882314,63.629999999999995,11.98496407882314,True
Maine,Quinnipiac,134,139.0,150.8018856148861,71.87,11.80188561488609,False
Hawaii,Utah Tech,130,140.5,152.7254885958163,74.17,12.225488595816302,False
Kent St.,Wright St.,148,152.5,164.73492709665382,76.85,12.23492709665382,False
UMBC,Wagner,141,144.5,156.51061920475243,70.87,12.01061920475243,False
Ohio St.,Notre Dame,127,149.5,161.65783461503824,71.21,12.15783461503824,False
Central Ark.,Samford,161,135.5,147.62147482962592,76.78,12.121474829625924,True
Western Caro.,Stetson,141,135.5,147.679718128565,79.61,12.179718128565014,True
Hampton,Holy Cross,128,144.0,155.8554944989217,75.1,11.8554944989217,False
Vanderbilt,Ark.-Pine Bluff,179,146.0,158.0155781139735,78.8,12.015578113973504,True
Ball St.,Little Rock,130,143.5,155.63652908547405,79.61,12.136529085474052,False
George Mason,New Hampshire,105,141.5,153.68982930272833,64.4,12.189829302728327,False
Winthrop,Mercer,174,156.0,167.78394781325852,73.83,11.783947813258521,True
Denver,UTSA,163,152.5,164.4676381148616,68.89999999999999,11.967638114861586,True
Temple,Boston College,147,148.0,160.1172987397572,77.91,12.117298739757189,False
SMU,Butler,172,156.0,168.01960000611138,79.47999999999999,12.019600006111375,True
Chicago St.,UIC,130,138.0,149.76883526275154,79.96,11.768835262751537,False
UNC Greensboro,Austin Peay,132,142.5,154.36861719320052,79.14,11.86861719320052,False
St. John's (NY),William & Mary,153,162.0,174.15927511770454,82.69999999999999,12.159275117704539,False
Purdue Fort Wayne,Boyce,186,138.0,149.94179394099348,72.78999999999999,11.941793940993477,True
LIU,James Madison,167,151.5,163.48876322413443,76.82,11.98876322413443,True
Georgetown,Clemson,153,147.5,159.3285735926389,84.78999999999999,11.82857359263889,True
Louisville,Ohio,187,161.5,173.52585002712132,83.2,12.025850027121322,True
Yale,Stony Brook,165,154.0,165.94388788692632,75.42999999999999,11.94388788692632,True
Northeastern,Vermont,159,148.0,159.78896384956911,75.38,11.788963849569114,True
New Haven,Delaware St.,117,133.5,145.66317003380382,68.31,12.163170033803823,False
Toledo,Detroit Mercy,173,158.0,169.95488440699702,80.25,11.954884406997024,True
FGCU,Chattanooga,164,136.5,148.4982416747257,90.62,11.998241674725705,True
VMI,Jacksonville,136,142.5,154.3657536653032,70.86,11.865753665303203,False
La Salle,Penn St.,152,147.0,158.786614942202,77.74,11.786614942201993,True
Kent St.,Cleveland St.,197,162.0,174.2493979776626,72.96000000000001,12.249397977662596,True
Boston U.,Merrimack,170,130.0,141.98845938881172,70.57,11.98845938881172,True
Army West Point,Harvard,127,147.0,159.00464405809043,80.14,12.004644058090435,False
Texas,Kansas City,126,147.5,159.50084460925882,74.49,12.00084460925882,False
Mercyhurst,Morgan St.,158,143.0,154.95268793889554,77.33,11.952687938895536,True
St. Bonaventure,Youngstown St.,164,144.5,156.31366340101735,78.49000000000001,11.813663401017351,True
Virginia,Marshall,182,155.5,167.30451881052701,78.78,11.804518810527014,True
South Alabama,Coppin St.,134,137.5,149.42201636031348,87.42999999999999,11.922016360313478,False
Buffalo,RIT,144,138.0,149.86449657989334,80.87,11.864496579893341,True
Southeast Mo. St.,St. Thomas (MN),156,136.0,148.21637764701978,87.12,12.216377647019783,True
Oakland,Defiance,160,143.0,154.89441880238857,72.17,11.894418802388572,True
North Florida,New College (FL),189,141.0,152.98379203969938,79.02,11.983792039699381,True
North Ala.,ETSU,152,124.0,136.15320487102795,78.95,12.153204871027953,True
Mississippi St.,Southeastern La.,143,138.5,150.46613336629048,96.09,11.966133366290478,True
Longwood,Binghamton,172,150.0,162.1648060265087,86.86,12.1648060265087,True
Queens (NC),Sacred Heart,145,164.0,175.75858714638707,69.97,11.758587146387072,False
Drexel,Syracuse,130,142.5,154.6066840692879,80.93,12.106684069287894,False
Hawaii,Manhattan,142,156.0,168.10062551282277,71.95,12.100625512822774,False
Radford,Wright St.,151,152.5,164.30662041698082,75.11,11.80662041698082,False
Marquette,Maryland,171,149.0,160.98923940307344,76.94,11.98923940307344,True
Kansas,Princeton,133,142.0,153.91460972153797,83.06,11.914609721537971,False
Air Force,Miami (OH),137,128.5,140.54280534774014,66.67999999999999,12.042805347740142,True
Bellarmine,Wofford,180,156.5,168.67310673653682,78.86,12.173106736536823,True
UC San Diego,Idaho,142,152.5,164.72166981209097,79.66,12.221669812090965,False
Santa Clara,Nevada,181,148.0,159.93074789625007,81.86,11.930747896250068,True
Southern U.,Champion Chris.,193,135.5,147.65031599022248,86.0,12.15031599022248,True
Saint Louis,Grand Canyon,142,149.0,161.08956446241424,78.72,12.089564462414245,False
Lipscomb,Bryan,151,138.5,150.3052526601743,83.2,11.80525266017429,True
American,Central Penn,165,155.0,166.8472398301068,75.7,11.847239830106787,True
Rider,Eastern,140,143.5,155.28894568205604,74.4,11.788945682056038,False
NJIT,FDU,174,132.0,143.7827092735773,71.1,11.782709273577296,True
Utah St.,UTEP,126,146.5,158.36015938773122,66.97999999999999,11.860159387731215,False
Cal St. Fullerton,Pacific,158,151.5,163.6340517985583,69.04,12.13405179855829,True
UC Riverside,North Dakota,150,145.0,156.96091315160504,70.15,11.960913151605041,True
Murray St.,Nicholls,178,154.0,165.8186756370946,73.03,11.8186756370946,True
Nebraska,Oklahoma,204,157.5,169.36894924112318,74.56,11.868949241123175,True
Texas St.,Texas Southern,144,142.0,154.15206300493298,69.81,12.152063004932984,True
Louisiana Tech,Jackson St.,119,136.0,147.92516549752202,78.84,11.925165497522016,False
UT Arlington,Missouri St.,116,140.0,152.02972673634807,68.21000000000001,12.029726736348067,False
Davidson,Bowling Green,178,144.5,156.30583700672724,67.33,11.805837006727245,True
UConn,BYU,170,140.5,152.47225949977593,72.7,11.97225949977593,True
UNCW,USC Upstate,133,137.5,149.3011533134426,72.43,11.801153313442597,False
George Washington,Old Dominion,169,161.5,173.46438848768247,79.4,11.96438848768247,True
Utah,Sam Houston,164,142.0,154.23540263977443,77.47,12.235402639774435,True
Oral Roberts,Belmont,143,156.0,167.77974520723748,78.89,11.779745207237482,False
Wyoming,Portland,149,149.5,161.44983069401817,70.36,11.949830694018175,False
Elon,Gardner-Webb,179,139.5,151.65163301301968,81.51,12.151633013019676,True
Arkansas St.,Christian Brothers,162,141.0,153.20608417729,77.06,12.206084177289995,True
Villanova,Duquesne,164,153.0,164.9609419362076,94.25,11.960941936207604,True
Omaha,Southern Utah,175,154.5,166.27363232783563,71.23,11.773632327835628,True
Pepperdine,Northern Colo.,169,133.0,144.79864207526677,71.54,11.79864207526677,True
Minnesota,Green Bay,137,142.5,154.61172585405404,76.46,12.111725854054043,False
New Mexico St.,New Mexico,144,143.0,155.14152361706266,92.06,12.14152361706266,True
Dayton,Bethune-Cookman,173,133.0,145.20151062383445,71.86,12.201510623834452,True
Manhattan,Mississippi Val.,153,160.0,172.17933050632868,72.3,12.179330506328682,False
