date,home_team,away_team,actual_total,minimum_line,sim_mean,hit_rate,cushion,hit_over
2025-01-16,Northern Colorado,Portland St.,141,142.0,153.9,78.7,11.9,False
2025-01-16,Morehead St.,Western Illinois,98,134.0,146.2,82.3,12.2,False
2025-01-16,Campbell,Charleston,128,137.0,149.0,76.4,12.0,False
2025-01-16,Minnesota,Michigan,165,135.5,147.3,76.7,11.8,True
2025-01-16,Bellarmine,Lipscomb,140,148.5,160.3,78.8,11.8,False
2025-01-16,Long Beach St.,UC San Diego,134,136.0,147.9,78.6,11.9,False
2025-01-16,Jacksonville St.,Louisiana Tech,124,135.5,147.3,81.5,11.8,False
2025-01-16,Kennesaw St.,Sam Houston St.,144,150.0,161.9,84.3,11.9,False
2025-01-16,Tennessee St.,SIU Edwardsville,167,138.0,149.8,76.3,11.8,True
2025-01-16,Arkansas St.,Louisiana,146,139.5,151.7,78.6,12.2,True
2025-01-16,Pepperdine,San Francisco,143,144.0,156.2,74.4,12.2,False
2025-01-16,Seattle,Utah Tech,144,135.5,147.7,78.7,12.2,True
2025-01-16,Southern Indiana,Lindenwood,153,135.5,147.3,83.1,11.8,True
2025-01-16,Portland,Pacific,165,145.0,156.8,75.3,11.8,True
2025-01-16,Idaho St.,Montana St.,137,139.5,151.4,81.9,11.9,False
2025-01-16,Albany,Bryant,168,148.5,160.5,79.7,12.0,True
2025-01-16,Oregon St.,Gonzaga,186,154.0,166.2,75.3,12.2,True
2025-01-15,Navy,Colgate,139,143.5,155.3,78.0,11.8,False
2025-01-15,North Carolina,California,132,152.0,164.2,80.0,12.2,False
2025-01-15,Wake Forest,Stanford,147,135.5,147.7,79.4,12.2,True
2025-01-15,Vanderbilt,South Carolina,129,143.5,155.6,81.1,12.1,False
2025-01-15,Virginia Tech,N.C. State,155,133.5,145.6,77.6,12.1,True
2025-01-15,South Alabama,Southern Miss,137,133.5,145.6,78.0,12.1,True
2025-01-15,Colorado,Cincinnati,130,131.5,143.7,78.8,12.2,False
2025-01-15,Oakland,IU Indy,131,150.0,162.1,76.2,12.1,False
2025-01-15,Illinois Chicago,Murray St.,190,138.5,150.5,79.2,12.0,True
2025-01-15,Drake,Illinois St.,128,134.0,145.8,79.4,11.8,False
2025-01-15,George Washington,Duquesne,138,134.0,146.0,84.2,12.0,True
2025-01-15,Chattanooga,Wofford,164,152.0,164.2,81.0,12.2,True
2025-01-15,Boston University,Lehigh,121,133.0,144.9,77.5,11.9,False
2025-01-15,Louisiana Monroe,Troy,135,135.0,147.0,80.5,12.0,False
2025-01-15,VMI,Western Carolina,116,139.5,151.6,79.9,12.1,False
2025-01-15,South Florida,UAB,175,150.0,162.0,80.1,12.0,True
2025-01-15,Bucknell,Holy Cross,168,141.0,153.1,78.2,12.1,True
2025-01-15,Tennessee,Georgia,130,133.5,145.7,77.6,12.2,False
2025-01-15,Michigan St.,Penn St.,175,142.5,154.7,76.1,12.2,True
2025-01-15,TCU,Utah,138,134.5,146.5,77.5,12.0,True
2025-01-15,UNLV,Utah St.,127,144.0,156.1,83.4,12.1,False
2025-01-15,Army,Lafayette,138,135.5,147.3,77.3,11.8,True
2025-01-15,Houston,West Virginia,124,121.5,133.6,79.2,12.1,True
2025-01-15,Denver,Nebraska Omaha,142,143.0,155.2,77.9,12.2,False
2025-01-15,Loyola Chicago,Rhode Island,158,145.0,157.2,77.6,12.2,True
2025-01-15,Cleveland St.,Northern Kentucky,134,133.5,145.7,81.8,12.2,True
2025-01-15,Bradley,Indiana St.,183,153.0,165.0,75.9,12.0,True
2025-01-15,Butler,Seton Hall,159,136.0,147.9,80.1,11.9,True
2025-01-15,UNC Greensboro,The Citadel,127,131.5,143.7,76.7,12.2,False
2025-01-15,Fordham,Massachusetts,238,147.5,159.3,71.8,11.8,True
2025-01-15,St. Bonaventure,Richmond,112,128.5,140.4,79.6,11.9,False
2025-01-15,UNC Asheville,USC Upstate,185,153.5,165.6,73.5,12.1,True
2025-01-15,Wright St.,Purdue Fort Wayne,233,153.5,165.4,73.9,11.9,True
2025-01-15,Virginia,SMU,106,141.0,152.9,83.4,11.9,False
2025-01-15,La Salle,Davidson,155,142.5,154.4,81.2,11.9,True
2025-01-15,Furman,East Tennessee St.,143,139.0,150.9,80.3,11.9,True
2025-01-15,Missouri St.,Southern Illinois,124,135.0,147.0,74.4,12.0,False
2025-01-15,Mercer,Samford,149,149.5,161.5,75.6,12.0,False
2025-01-15,Oklahoma,Texas,150,149.0,160.8,79.0,11.8,True
2025-01-15,Winthrop,Charleston Southern,199,148.0,159.9,78.9,11.9,True
2025-01-15,Florida St.,Pittsburgh,152,142.5,154.4,75.7,11.9,True
2025-01-15,Washington,Purdue,127,148.0,160.1,78.1,12.1,False
2025-01-15,Radford,Gardner Webb,154,143.5,155.4,77.9,11.9,True
2025-01-15,Dayton,George Mason,126,134.0,146.0,82.9,12.0,False
2025-01-15,Tulane,Florida Atlantic,145,148.5,160.7,79.0,12.2,False
2025-01-15,Iowa St.,Kansas,131,139.5,151.7,74.2,12.2,False
2025-01-15,Texas St.,Georgia St.,174,154.0,165.9,76.2,11.9,True
2025-01-14,Rice,UTSA,174,145.5,157.3,78.1,11.8,True
2025-01-14,Indiana,Illinois,163,149.5,161.5,82.4,12.0,True
2025-01-14,Boise St.,Wyoming,151,136.0,148.0,85.8,12.0,True
2025-01-14,Wisconsin,Ohio St.,138,147.5,159.5,75.4,12.0,False
2025-01-14,Central Michigan,Eastern Michigan,145,145.5,157.7,80.7,12.2,False
2025-01-14,VCU,Saint Louis,140,140.5,152.5,82.8,12.0,False
2025-01-14,Alabama,Mississippi,138,159.0,171.1,79.3,12.1,False
2025-01-14,Duke,Miami FL,143,157.0,168.8,72.4,11.8,False
2025-01-14,Bowling Green,Buffalo,140,140.0,151.9,77.4,11.9,False
2025-01-14,Nevada,Air Force,130,133.5,145.4,81.7,11.9,False
2025-01-14,St. John's,Georgetown,121,134.0,146.0,80.9,12.0,False
2025-01-14,Auburn,Mississippi St.,154,149.5,161.5,78.2,12.0,True
2025-01-14,Kansas St.,Texas Tech,118,140.0,152.2,75.8,12.2,False
2025-01-14,LSU,Arkansas,152,137.5,149.4,78.9,11.9,True
2025-01-14,Northern Iowa,Evansville,129,131.5,143.3,75.4,11.8,False
2025-01-14,Xavier,Villanova,132,145.5,157.7,83.9,12.2,False
2025-01-14,Belmont,Valparaiso,135,153.0,165.2,81.9,12.2,False
2025-01-14,Southeast Missouri St.,Little Rock,144,131.0,143.1,75.6,12.1,True
2025-01-14,Georgia Tech,Clemson,129,135.5,147.3,79.1,11.8,False
2025-01-14,DePaul,Marquette,168,141.5,153.7,77.9,12.2,True
2025-01-14,Akron,Toledo,163,166.0,178.2,80.8,12.2,False
2025-01-14,Syracuse,Louisville,146,147.0,159.2,77.5,12.2,False
2025-01-14,Arizona,Baylor,151,153.0,164.8,76.1,11.8,False
2025-01-14,East Carolina,North Texas,129,131.0,143.2,83.3,12.2,False
2025-01-14,Northern Illinois,Miami OH,153,141.5,153.3,76.8,11.8,True
2025-01-14,Kentucky,Texas A&M,150,146.5,158.6,78.1,12.1,True
2025-01-14,San Jose St.,New Mexico,141,142.5,154.5,74.8,12.0,False
2025-01-14,Kent St.,Western Michigan,177,137.5,149.7,78.4,12.2,True
2025-01-14,Florida,Missouri,165,159.5,171.6,76.5,12.1,True
2025-01-14,Wichita St.,Charlotte,127,141.5,153.3,81.4,11.8,False
2025-01-14,Creighton,Providence,148,144.5,156.5,80.6,12.0,True
2025-01-14,Ohio,Ball St.,157,147.5,159.4,80.7,11.9,True
2025-01-14,USC,Iowa,188,158.5,170.4,74.4,11.9,True
2025-01-14,BYU,Oklahoma St.,154,151.5,163.6,79.6,12.1,True
2025-01-14,San Diego St.,Colorado St.,135,133.5,145.6,79.2,12.1,True
2025-01-14,Arizona St.,UCF,184,153.5,165.6,77.0,12.1,True
2025-01-13,Southern,Bethune Cookman,122,131.0,143.1,81.0,12.1,False
2025-01-13,Howard,Coppin St.,165,138.5,150.7,79.1,12.2,True
2025-01-13,Loyola MD,American,127,133.5,145.6,81.6,12.1,False
2025-01-13,Alcorn St.,Alabama St.,132,133.5,145.7,77.3,12.2,False
2025-01-13,Arkansas Pine Bluff,Prairie View A&M,139,151.5,163.4,73.0,11.9,False
2025-01-13,South Carolina St.,Maryland Eastern Shore,142,139.0,150.8,76.5,11.8,True
2025-01-13,Maryland,Minnesota,148,135.0,147.0,79.3,12.0,True
2025-01-13,Rutgers,UCLA,143,144.0,156.0,79.7,12.0,False
2025-01-13,Mississippi Valley St.,Texas Southern,135,128.5,140.6,74.9,12.1,True
2025-01-13,Jackson St.,Alabama A&M,196,138.5,150.4,74.9,11.9,True
2025-01-13,UT Rio Grande Valley,East Texas A&M,112,141.5,153.6,81.1,12.1,False
2025-01-13,Furman,Wofford,143,145.0,157.2,81.3,12.2,False
2025-01-13,Houston Christian,McNeese St.,134,134.0,146.2,77.6,12.2,False
2025-01-13,Stephen F. Austin,Southeastern Louisiana,125,131.5,143.7,83.8,12.2,False
2025-01-13,Notre Dame,Boston College,138,137.5,149.5,75.9,12.0,True
2025-01-13,Lamar,New Orleans,130,137.5,149.3,75.7,11.8,False
2025-01-13,Texas A&M Corpus Chris,Northwestern St.,137,134.5,146.3,81.3,11.8,True
2025-01-13,North Carolina Central,Delaware St.,147,150.5,162.3,79.9,11.8,False
2025-01-13,Incarnate Word,Nicholls St.,170,142.5,154.5,79.7,12.0,True
2025-01-13,Elon,Campbell,149,137.5,149.4,78.9,11.9,True
2025-01-13,Grambling St.,Florida A&M,151,134.5,146.7,79.1,12.2,True
2025-01-13,Morgan St.,Norfolk St.,152,149.5,161.4,78.3,11.9,True
2025-01-12,Tulsa,Charlotte,132,138.0,150.1,76.2,12.1,False
2025-01-12,Fairleigh Dickinson,Saint Francis,146,138.5,150.7,79.0,12.2,True
2025-01-12,Northwestern,Michigan St.,146,134.0,145.8,81.3,11.8,True
2025-01-12,Niagara,Rider,133,140.5,152.3,80.8,11.8,False
2025-01-12,Mount St. Mary's,Sacred Heart,144,144.0,156.2,78.1,12.2,False
2025-01-12,Robert Morris,Wright St.,147,148.0,160.2,78.1,12.2,False
2025-01-12,Marist,Fairfield,112,127.5,139.4,80.4,11.9,False
2025-01-12,Purdue,Nebraska,172,146.0,157.8,71.9,11.8,True
2025-01-12,Western Carolina,Mercer,167,139.0,151.2,78.0,12.2,True
2025-01-12,Central Connecticut,LIU,106,119.0,130.8,76.2,11.8,False
2025-01-12,Little Rock,Southern Indiana,136,134.0,146.1,78.4,12.1,True
2025-01-12,Penn St.,Oregon,163,145.5,157.4,78.4,11.9,True
2025-01-12,Merrimack,Manhattan,131,136.5,148.4,80.1,11.9,False
2025-01-12,Michigan,Washington,166,142.5,154.7,76.4,12.2,True
2025-01-12,Chattanooga,VMI,157,148.0,160.2,82.5,12.2,True
2025-01-12,Colorado,West Virginia,148,127.0,138.8,83.2,11.8,True
2025-01-12,Chicago St.,Stonehill,120,138.5,150.3,77.7,11.8,False
2025-01-12,Florida Atlantic,UAB,157,159.5,171.7,79.4,12.2,False
2025-01-12,Canisius,Saint Peter's,111,132.0,143.8,76.3,11.8,False
2025-01-12,Iona,Quinnipiac,125,138.0,149.9,82.5,11.9,False
2025-01-12,Le Moyne,Mercyhurst,142,149.5,161.5,79.3,12.0,False
2025-01-11,Grambling St.,Bethune Cookman,124,128.0,140.1,83.1,12.1,False
2025-01-11,Harvard,Princeton,132,135.0,147.2,82.0,12.2,False
2025-01-11,UC Davis,Long Beach St.,157,130.0,142.0,80.8,12.0,True
2025-01-11,Illinois Chicago,Bradley,121,143.0,155.2,78.6,12.2,False
2025-01-11,Pittsburgh,Louisville,160,145.0,157.1,77.2,12.1,True
2025-01-11,Northwestern St.,East Texas A&M,142,131.0,142.9,82.8,11.9,True
2025-01-11,Portland St.,Idaho,138,142.0,154.1,83.3,12.1,False
2025-01-11,UMass Lowell,NJIT,132,145.0,156.9,76.5,11.9,False
2025-01-11,McNeese St.,Nicholls St.,151,140.0,152.0,76.4,12.0,True
2025-01-11,Eastern Michigan,Akron,186,154.5,166.7,81.0,12.2,True
2025-01-11,UC San Diego,UC Irvine,112,132.5,144.3,76.4,11.8,False
2025-01-11,Middle Tennessee,Jacksonville St.,145,139.5,151.6,82.7,12.1,True
2025-01-11,Boston College,Syracuse,150,143.0,155.0,75.5,12.0,True
2025-01-11,Idaho St.,Weber St.,146,139.5,151.3,79.6,11.8,True
2025-01-11,Mississippi St.,Kentucky,185,154.0,166.2,77.7,12.2,True
2025-01-11,UTSA,Wichita St.,163,146.5,158.3,80.7,11.8,True
2025-01-11,Tulane,South Florida,143,140.0,151.8,78.4,11.8,True
2025-01-11,Texas,Tennessee,144,139.0,150.8,78.0,11.8,True
2025-01-11,Ball St.,Bowling Green,160,140.0,152.2,80.7,12.2,True
2025-01-11,Clemson,Florida St.,134,137.0,148.8,80.4,11.8,False
2025-01-11,Yale,Brown,137,140.0,151.9,81.8,11.9,False
2025-01-11,Florida Gulf Coast,Central Arkansas,148,140.5,152.4,78.6,11.9,True
2025-01-11,St. Thomas,South Dakota,223,165.5,177.6,82.1,12.1,True
2025-01-11,Southern,Florida A&M,148,138.0,150.0,77.6,12.0,True
2025-01-11,Samford,UNC Greensboro,145,145.5,157.5,75.1,12.0,False
2025-01-11,New Hampshire,Binghamton,151,134.5,146.7,79.0,12.2,True
2025-01-11,Lindenwood,Tennessee Martin,163,136.0,148.1,76.3,12.1,True
2025-01-11,Davidson,Fordham,138,148.5,160.4,78.3,11.9,False
2025-01-11,Oral Roberts,North Dakota,162,154.5,166.3,77.6,11.8,True
2025-01-11,High Point,Gardner Webb,151,152.0,164.2,76.1,12.2,False
2025-01-11,Arkansas,Florida,134,147.5,159.5,80.6,12.0,False
2025-01-11,Montana,Northern Colorado,138,153.0,165.0,78.3,12.0,False
2025-01-11,Bellarmine,North Florida,181,163.5,175.3,79.5,11.8,True
2025-01-11,Rice,Temple,143,148.0,159.8,75.4,11.8,False
2025-01-11,Kansas St.,Houston,144,127.0,139.2,76.6,12.2,True
2025-01-11,Eastern Kentucky,Jacksonville,157,142.0,154.1,78.7,12.1,True
2025-01-11,Utah Valley,Cal Baptist,144,135.5,147.7,81.6,12.2,True
2025-01-11,Hofstra,UNC Wilmington,129,130.0,142.2,81.6,12.2,False
2025-01-11,Mississippi,LSU,142,142.0,153.8,78.9,11.8,False
2025-01-11,Cincinnati,Kansas,94,133.5,145.3,72.7,11.8,False
2025-01-11,Louisiana,Louisiana Monroe,139,135.0,146.9,80.7,11.9,True
2025-01-11,Northern Kentucky,Oakland,121,136.5,148.5,78.6,12.0,False
2025-01-11,Austin Peay,Queens,127,145.5,157.5,76.2,12.0,False
2025-01-11,Utah St.,Boise St.,160,151.0,163.2,81.5,12.2,True
2025-01-11,Montana St.,Northern Arizona,111,140.0,152.0,81.0,12.0,False
2025-01-11,TCU,BYU,138,141.5,153.7,79.4,12.2,False
2025-01-11,Stony Brook,Northeastern,136,141.0,152.9,79.5,11.9,False
2025-01-11,Miami OH,Western Michigan,162,145.5,157.6,81.1,12.1,True
2025-01-11,Providence,Seton Hall,176,129.0,140.8,76.0,11.8,True
2025-01-11,Denver,North Dakota St.,119,144.5,156.6,76.7,12.1,False
2025-01-11,Texas Tech,Iowa St.,169,146.0,157.8,75.0,11.8,True
2025-01-11,Lipscomb,West Georgia,153,141.5,153.6,80.6,12.1,True
2025-01-11,SIU Edwardsville,Tennessee Tech,126,136.0,148.0,78.7,12.0,False
2025-01-11,Appalachian St.,James Madison,152,131.5,143.6,83.6,12.1,True
2025-01-11,Lafayette,Holy Cross,147,136.0,148.0,83.8,12.0,True
2025-01-11,Stetson,North Alabama,156,148.5,160.6,79.4,12.1,True
2025-01-11,Texas A&M Corpus Chris,UT Rio Grande Valley,153,145.5,157.4,80.4,11.9,True
2025-01-11,Western Illinois,Tennessee St.,124,142.5,154.5,82.1,12.0,False
2025-01-11,Duke,Notre Dame,164,143.5,155.4,73.1,11.9,True
2025-01-11,Western Kentucky,Kennesaw St.,154,143.5,155.5,84.2,12.0,True
2025-01-11,Sam Houston St.,FIU,155,139.5,151.5,85.2,12.0,True
2025-01-11,Colgate,Boston University,137,137.0,148.8,78.0,11.8,False
2025-01-11,Texas A&M,Alabama,182,152.5,164.7,79.5,12.2,True
2025-01-11,Mississippi Valley St.,Prairie View A&M,139,136.5,148.4,71.2,11.9,True
2025-01-11,Illinois St.,Northern Iowa,169,142.5,154.3,78.3,11.8,True
2025-01-11,Saint Joseph's,Loyola Chicago,150,138.0,150.1,80.4,12.1,True
2025-01-11,Colorado St.,UNLV,146,135.0,146.9,81.8,11.9,True
2025-01-11,New Orleans,Southeastern Louisiana,162,145.5,157.5,79.5,12.0,True
2025-01-11,Ohio,Northern Illinois,178,143.5,155.3,76.4,11.8,True
2025-01-11,N.C. State,North Carolina,124,145.0,157.2,78.1,12.2,False
2025-01-11,Cal St. Bakersfield,Cal St. Northridge,184,149.5,161.5,81.5,12.0,True
2025-01-11,Alcorn St.,Alabama A&M,114,135.5,147.5,78.6,12.0,False
2025-01-11,American,Bucknell,126,134.0,145.8,76.1,11.8,False
2025-01-11,Utah Tech,Tarleton St.,112,128.5,140.7,81.2,12.2,False
2025-01-11,Winthrop,Longwood,171,153.0,165.2,77.9,12.2,True
2025-01-11,William & Mary,North Carolina A&T,159,149.5,161.5,79.6,12.0,True
2025-01-11,Dartmouth,Penn,143,141.0,153.1,76.3,12.1,True
2025-01-11,Cal Poly,UC Santa Barbara,147,155.0,166.8,78.0,11.8,False
2025-01-11,St. John's,Villanova,148,137.5,149.5,81.3,12.0,True
2025-01-11,DePaul,Xavier,140,144.5,156.6,80.8,12.1,False
2025-01-11,Lehigh,Army,143,140.5,152.3,75.5,11.8,True
2025-01-11,Georgia St.,Coastal Carolina,153,146.5,158.3,75.0,11.8,True
2025-01-11,Nebraska Omaha,South Dakota St.,167,152.0,163.9,76.2,11.9,True
2025-01-11,Jackson St.,Alabama St.,147,137.5,149.5,73.7,12.0,True
2025-01-11,Missouri,Vanderbilt,141,159.0,171.0,75.9,12.0,False
2025-01-11,Gonzaga,Washington St.,163,159.5,171.7,76.3,12.2,True
2025-01-11,Seattle,Abilene Christian,130,126.0,138.2,80.6,12.2,True
2025-01-11,Southern Utah,UT Arlington,141,142.5,154.5,77.2,12.0,False
2025-01-11,George Mason,Massachusetts,147,131.0,143.2,72.3,12.2,True
2025-01-11,Southern Illinois,Missouri St.,166,135.0,146.8,73.9,11.8,True
2025-01-11,South Carolina,Auburn,129,141.5,153.5,78.3,12.0,False
2025-01-11,Murray St.,Valparaiso,105,139.0,151.2,80.0,12.2,False
2025-01-11,Lamar,Stephen F. Austin,135,124.5,136.5,79.3,12.0,True
2025-01-11,Loyola MD,Navy,149,139.5,151.4,81.3,11.9,True
2025-01-11,Memphis,East Carolina,144,144.0,156.2,79.9,12.2,False
2025-01-11,Richmond,Rhode Island,131,142.0,154.1,77.7,12.1,False
2025-01-11,Youngstown St.,Cleveland St.,152,135.0,147.2,79.9,12.2,True
2025-01-11,Fresno St.,Nevada,143,141.5,153.3,74.9,11.8,True
2025-01-11,Santa Clara,San Francisco,131,144.0,155.8,70.8,11.8,False
2025-01-11,Cal St. Fullerton,Hawaii,181,132.0,143.9,79.3,11.9,True
2025-01-11,California,Virginia Tech,139,140.0,152.2,78.9,12.2,False
2025-01-11,Sacramento St.,Eastern Washington,119,136.5,148.3,79.4,11.8,False
2025-01-11,Drexel,Towson,175,130.0,142.2,78.7,12.2,True
2025-01-11,Miami FL,Wake Forest,166,145.5,157.3,75.5,11.8,True
2025-01-11,Air Force,San Jose St.,131,134.0,146.2,78.8,12.2,False
2025-01-11,Illinois,USC,154,156.0,167.8,79.0,11.8,False
2025-01-11,San Diego,Saint Mary's,159,134.5,146.4,75.6,11.9,True
2025-01-11,Louisiana Tech,Liberty,153,134.0,146.2,77.8,12.2,True
2025-01-11,Marshall,Georgia Southern,150,145.0,157.0,78.7,12.0,True
2025-01-11,Houston Christian,Incarnate Word,157,136.5,148.3,80.4,11.8,True
2025-01-11,South Alabama,Old Dominion,134,131.5,143.5,76.5,12.0,True
2025-01-11,Purdue Fort Wayne,Detroit Mercy,157,142.5,154.5,75.6,12.0,True
2025-01-11,Presbyterian,UNC Asheville,183,144.0,156.0,74.1,12.0,True
2025-01-11,Bryant,Vermont,126,134.5,146.4,81.5,11.9,False
2025-01-11,Southeast Missouri St.,Morehead St.,123,132.5,144.5,78.9,12.0,False
2025-01-11,St. Bonaventure,La Salle,165,133.0,145.0,79.4,12.0,True
2025-01-11,Howard,Morgan St.,195,155.0,166.9,76.8,11.9,True
2025-01-11,Arizona St.,Baylor,138,146.0,158.1,74.3,12.1,False
2025-01-11,Southern Miss,Texas St.,180,143.5,155.7,79.5,12.2,True
2025-01-11,Milwaukee,Green Bay,129,148.0,160.0,78.2,12.0,False
2025-01-11,Pacific,Oregon St.,146,142.5,154.4,76.3,11.9,True
2025-01-11,Georgetown,Connecticut,128,141.0,153.1,83.1,12.1,False
2025-01-11,Columbia,Cornell,177,165.5,177.5,82.4,12.0,True
2025-01-11,Norfolk St.,Coppin St.,161,134.5,146.3,80.8,11.8,True
2025-01-11,Iowa,Indiana,145,152.5,164.5,76.2,12.0,False
2025-01-11,East Tennessee St.,The Citadel,122,133.0,145.0,75.9,12.0,False
2025-01-11,Monmouth,Charleston,157,145.0,157.1,78.3,12.1,True
2025-01-11,Troy,Arkansas St.,162,138.5,150.4,77.3,11.9,True
2025-01-11,North Carolina Central,Maryland Eastern Shore,157,144.0,156.0,76.9,12.0,True
2025-01-11,USC Upstate,Radford,147,148.5,160.3,76.9,11.8,False
2025-01-11,Maine,Albany,153,135.5,147.4,80.8,11.9,True
2025-01-11,Arizona,UCF,168,161.0,173.0,78.4,12.0,True
2025-01-11,Georgia,Oklahoma,134,143.5,155.6,78.7,12.1,False
2025-01-11,Stanford,Virginia,153,136.0,147.8,80.5,11.8,True
2025-01-11,Hampton,Delaware,160,148.5,160.6,80.6,12.1,True
2025-01-11,SMU,Georgia Tech,164,143.5,155.7,79.3,12.2,True
2025-01-11,Drake,Evansville,103,124.0,136.0,78.0,12.0,False
2025-01-11,South Carolina St.,Delaware St.,151,144.0,156.2,80.4,12.2,True
2025-01-11,UTEP,New Mexico St.,142,131.5,143.3,77.2,11.8,True
2025-01-11,Butler,Creighton,156,151.5,163.5,86.8,12.0,True
2025-01-11,New Mexico,San Diego St.,110,135.0,146.8,77.2,11.8,False
2025-01-11,Indiana St.,Belmont,163,163.5,175.4,79.6,11.9,False
2025-01-11,Utah,Oklahoma St.,145,143.5,155.6,77.9,12.1,True
2025-01-10,Niagara,Saint Peter's,130,128.0,140.1,80.4,12.1,True
2025-01-10,Saint Francis,Mercyhurst,132,139.0,151.2,82.0,12.2,False
2025-01-10,Manhattan,Mount St. Mary's,141,145.5,157.6,79.8,12.1,False
2025-01-10,Sacred Heart,Merrimack,131,134.5,146.7,79.1,12.2,False
2025-01-10,Fairfield,Iona,132,133.0,145.0,81.8,12.0,False
2025-01-10,Central Connecticut,Wagner,119,116.0,127.9,78.8,11.9,True
2025-01-10,Buffalo,Kent St.,117,138.0,150.1,76.3,12.1,False
2025-01-10,Wisconsin,Minnesota,139,139.0,151.1,81.6,12.1,False
2025-01-10,Canisius,Rider,152,144.5,156.5,78.7,12.0,True
2025-01-10,Maryland,UCLA,140,136.5,148.6,78.0,12.1,True
2025-01-10,Quinnipiac,Siena,125,142.0,154.0,80.7,12.0,False
2025-01-10,Stonehill,LIU,130,128.5,140.3,78.1,11.8,True
2025-01-10,Le Moyne,Fairleigh Dickinson,177,149.5,161.7,77.6,12.2,True
2025-01-10,Toledo,Central Michigan,136,155.5,167.5,78.9,12.0,False
2025-01-09,Troy,Texas St.,147,139.0,151.2,79.6,12.2,True
2025-01-09,North Carolina A&T,Delaware,186,152.0,163.9,79.7,11.9,True
2025-01-09,Samford,VMI,149,149.5,161.3,76.2,11.8,False
2025-01-09,Wright St.,Oakland,128,145.5,157.6,75.6,12.1,False
2025-01-09,Montana,Northern Arizona,157,147.5,159.7,79.9,12.2,True
2025-01-09,Western Kentucky,Jacksonville St.,140,139.0,151.1,85.7,12.1,True
2025-01-09,South Alabama,Arkansas St.,138,138.0,150.1,77.1,12.1,False
2025-01-09,Marshall,James Madison,158,145.5,157.3,79.0,11.8,True
2025-01-09,IU Indy,Detroit Mercy,156,147.5,159.5,76.2,12.0,True
2025-01-09,Western Illinois,Tennessee Martin,168,140.0,152.2,77.0,12.2,True
2025-01-09,Southern Utah,Tarleton St.,140,124.0,135.8,78.5,11.8,True
2025-01-09,Middle Tennessee,Kennesaw St.,163,144.5,156.3,81.2,11.8,True
2025-01-09,Maine,Binghamton,153,129.5,141.6,83.0,12.1,True
2025-01-09,Oral Roberts,North Dakota St.,206,153.5,165.5,75.8,12.0,True
2025-01-09,Cal St. Northridge,UC Irvine,144,141.0,153.0,77.4,12.0,True
2025-01-09,UC Riverside,Hawaii,159,142.0,154.1,79.7,12.1,True
2025-01-09,UC Davis,Cal St. Fullerton,116,127.5,139.5,78.3,12.0,False
2025-01-09,Washington St.,Pacific,189,148.0,160.0,78.1,12.0,True
2025-01-09,Little Rock,Morehead St.,112,127.5,139.7,77.3,12.2,False
2025-01-09,Sacramento St.,Idaho,147,142.0,153.8,84.4,11.8,True
2025-01-09,Denver,North Dakota,165,145.5,157.5,78.7,12.0,True
2025-01-09,UC Santa Barbara,Cal St. Bakersfield,144,143.5,155.5,82.1,12.0,True
2025-01-09,Michigan St.,Washington,142,139.5,151.7,80.1,12.2,True
2025-01-09,UMass Lowell,Vermont,130,138.5,150.4,80.1,11.9,False
2025-01-09,San Francisco,Portland,153,146.5,158.3,75.6,11.8,True
2025-01-09,Hofstra,Charleston,128,130.0,142.1,78.5,12.1,False
2025-01-09,Stony Brook,Drexel,118,135.0,146.9,77.9,11.9,False
2025-01-09,Lipscomb,Queens,148,146.0,157.8,76.2,11.8,True
2025-01-09,UC San Diego,Cal Poly,163,151.0,162.9,77.7,11.9,True
2025-01-09,Lindenwood,Tennessee St.,134,138.5,150.5,81.0,12.0,False
2025-01-09,William & Mary,Elon,143,151.0,163.0,83.7,12.0,False
2025-01-09,Utah Tech,UT Arlington,136,148.0,160.0,79.0,12.0,False
2025-01-09,New Hampshire,Albany,118,141.0,153.0,78.8,12.0,False
2025-01-09,Eastern Illinois,Tennessee Tech,133,130.5,142.6,82.7,12.1,True
2025-01-09,Bellarmine,Jacksonville,133,143.0,155.2,80.7,12.2,False
2025-01-09,Sam Houston St.,Liberty,144,144.0,155.9,79.1,11.9,False
2025-01-09,Ohio St.,Oregon,144,143.5,155.3,76.8,11.8,True
2025-01-09,Santa Clara,Oregon St.,163,149.5,161.6,72.5,12.1,True
2025-01-09,Louisiana,Old Dominion,131,132.5,144.5,78.8,12.0,False
2025-01-09,Chattanooga,UNC Greensboro,153,144.5,156.5,79.5,12.0,True
2025-01-09,Towson,Northeastern,153,136.0,147.9,81.0,11.9,True
2025-01-09,Hampton,Campbell,121,132.5,144.4,77.5,11.9,False
2025-01-09,Montana St.,Northern Colorado,165,145.5,157.3,79.6,11.8,True
2025-01-09,NJIT,UMBC,151,147.0,159.0,77.2,12.0,True
2025-01-09,Stetson,Central Arkansas,140,144.5,156.7,78.0,12.2,False
2025-01-09,Monmouth,UNC Wilmington,119,145.0,157.2,80.9,12.2,False
2025-01-09,Portland St.,Eastern Washington,123,136.0,148.0,79.3,12.0,False
2025-01-09,Florida Gulf Coast,North Alabama,145,143.0,155.1,80.2,12.1,True
2025-01-09,Southern Miss,Louisiana Monroe,151,138.5,150.6,80.0,12.1,True
