date,home_team,away_team,actual_total,minimum_line,sim_mean,hit_rate,cushion,hit_over
2025-02-15,Cal St. Northridge,Cal Poly,174,160.5,172.4,77.4,11.9,True
2025-02-15,Davidson,George Washington,141,139.5,151.5,84.3,12.0,True
2025-02-15,Stonehill,Mercyhurst,158,139.0,151.1,81.3,12.1,True
2025-02-15,Arkansas St.,Troy,141,138.5,150.6,78.1,12.1,True
2025-02-15,Eastern Kentucky,Queens,166,152.0,163.8,76.2,11.8,True
2025-02-15,UTEP,Liberty,145,137.0,149.1,79.3,12.1,True
2025-02-15,Butler,Georgetown,183,147.0,158.9,85.1,11.9,True
2025-02-15,Grambling St.,Texas Southern,127,125.5,137.3,80.5,11.8,True
2025-02-15,Sacramento St.,Northern Arizona,126,137.5,149.4,80.4,11.9,False
2025-02-15,Ball St.,Northern Illinois,172,139.0,151.0,78.8,12.0,True
2025-02-15,Massachusetts,St. Bonaventure,132,132.5,144.7,73.4,12.2,False
2025-02-15,UT Arlington,Grand Canyon,157,147.5,159.3,80.3,11.8,True
2025-02-15,Arizona St.,TCU,144,135.0,146.9,74.8,11.9,True
2025-02-15,Portland St.,Northern Colorado,153,141.5,153.4,77.3,11.9,True
2025-02-15,Lafayette,Bucknell,144,134.5,146.4,77.9,11.9,True
2025-02-15,Eastern Illinois,Tennessee Martin,140,130.5,142.7,75.4,12.2,True
2025-02-15,UC Riverside,UC Santa Barbara,150,146.0,158.0,77.8,12.0,True
2025-02-15,NJIT,Binghamton,146,132.0,144.2,78.8,12.2,True
2025-02-15,Winthrop,High Point,154,158.0,169.9,75.6,11.9,False
2025-02-15,Lindenwood,Southern Indiana,159,135.5,147.3,83.4,11.8,True
2025-02-15,Tulane,Rice,159,140.5,152.6,79.5,12.1,True
2025-02-15,Virginia Tech,Virginia,143,132.5,144.5,80.4,12.0,True
2025-02-15,Rhode Island,La Salle,157,147.5,159.3,78.0,11.8,True
2025-02-15,South Carolina St.,Morgan St.,152,145.5,157.3,76.6,11.8,True
2025-02-15,Chattanooga,East Tennessee St.,149,145.0,156.9,79.8,11.9,True
2025-02-15,Mississippi Valley St.,Alabama A&M,152,132.5,144.3,73.5,11.8,True
2025-02-15,Seton Hall,Connecticut,137,130.5,142.5,78.7,12.0,True
2025-02-15,Hawaii,UC Irvine,115,132.0,144.1,79.7,12.1,False
2025-02-15,San Diego St.,Boise St.,111,133.5,145.6,81.2,12.1,False
2025-02-15,Harvard,Columbia,162,146.5,158.6,81.7,12.1,True
2025-02-15,East Texas A&M,Lamar,120,128.5,140.7,80.6,12.2,False
2025-02-15,N.C. State,Boston College,132,136.0,147.9,77.0,11.9,False
2025-02-15,Colorado,UCF,139,148.0,160.0,80.9,12.0,False
2025-02-15,Tennessee,Vanderbilt,157,142.0,154.0,78.6,12.0,True
2025-02-15,Northeastern,Stony Brook,131,141.5,153.4,79.8,11.9,False
2025-02-15,Buffalo,Bowling Green,122,139.5,151.7,77.5,12.2,False
2025-02-15,Central Arkansas,North Florida,167,155.0,167.1,76.9,12.1,True
2025-02-15,Boston University,Colgate,184,137.0,148.8,78.3,11.8,True
2025-02-15,USC Upstate,Gardner Webb,183,150.5,162.5,74.6,12.0,True
2025-02-15,Penn St.,Washington,148,147.0,159.2,77.1,12.2,True
2025-02-15,Bellarmine,West Georgia,157,147.5,159.4,88.1,11.9,True
2025-02-15,Tarleton St.,Seattle,131,120.5,132.3,79.5,11.8,True
2025-02-15,Florida St.,Clemson,118,136.5,148.7,81.8,12.2,False
2025-02-15,SMU,Wake Forest,143,139.5,151.6,82.2,12.1,True
2025-02-15,UNC Wilmington,Elon,151,145.0,157.2,82.2,12.2,True
2025-02-15,Southeastern Louisiana,Nicholls St.,165,140.5,152.5,83.3,12.0,True
2025-02-15,Montana,Weber St.,123,144.5,156.5,79.4,12.0,False
2025-02-15,Iowa St.,Cincinnati,151,134.5,146.7,77.8,12.2,True
2025-02-15,UNC Asheville,Charleston Southern,147,145.5,157.3,74.7,11.8,True
2025-02-15,Cal St. Bakersfield,Cal St. Fullerton,145,137.5,149.4,79.6,11.9,True
2025-02-15,North Carolina A&T,Charleston,128,143.0,154.8,75.6,11.8,False
2025-02-15,New Mexico St.,FIU,124,125.0,137.0,77.3,12.0,False
2025-02-15,Louisiana Monroe,Southern Miss,155,138.5,150.5,80.3,12.0,True
2025-02-15,LIU,Fairleigh Dickinson,120,127.5,139.5,76.3,12.0,False
2025-02-15,Louisiana,Marshall,147,137.0,149.2,80.3,12.2,True
2025-02-15,Bethune Cookman,Alcorn St.,152,132.0,143.9,80.6,11.9,True
2025-02-15,Le Moyne,Chicago St.,155,149.0,160.8,76.2,11.8,True
2025-02-15,Saint Mary's,Washington St.,133,139.0,150.8,76.0,11.8,False
2025-02-15,Maryland Eastern Shore,Norfolk St.,138,142.0,154.1,77.9,12.1,False
2025-02-15,Southern Utah,Utah Valley,138,136.5,148.4,78.1,11.9,True
2025-02-15,Oklahoma,LSU,161,142.5,154.7,78.2,12.2,True
2025-02-15,Lipscomb,Florida Gulf Coast,150,140.5,152.3,77.8,11.8,True
2025-02-15,Pittsburgh,Miami FL,139,154.0,166.2,73.9,12.2,False
2025-02-15,Syracuse,North Carolina,170,153.0,165.1,76.8,12.1,True
2025-02-15,Cal Baptist,Utah Tech,169,139.5,151.7,80.4,12.2,True
2025-02-15,Georgia Tech,California,178,142.0,153.8,76.2,11.8,True
2025-02-15,Wofford,Samford,144,152.5,164.5,75.8,12.0,False
2025-02-15,SIU Edwardsville,Tennessee St.,156,138.0,150.0,76.4,12.0,True
2025-02-15,Delaware,Campbell,187,147.5,159.4,78.2,11.9,True
2025-02-15,Richmond,Fordham,136,143.0,154.9,77.4,11.9,False
2025-02-15,Florida,South Carolina,155,144.5,156.4,80.6,11.9,True
2025-02-15,Portland,Loyola Marymount,167,143.5,155.4,77.3,11.9,True
2025-02-15,St. Thomas,Nebraska Omaha,179,155.5,167.5,77.9,12.0,True
2025-02-15,New Orleans,McNeese St.,142,145.5,157.7,74.2,12.2,False
2025-02-15,American,Loyola MD,123,133.5,145.6,82.1,12.1,False
2025-02-15,Tulsa,UTSA,156,143.0,155.0,75.4,12.0,True
2025-02-15,UC San Diego,UC Davis,145,129.5,141.5,79.4,12.0,True
2025-02-15,Baylor,West Virginia,145,132.0,143.8,79.2,11.8,True
2025-02-15,Southeast Missouri St.,Tennessee Tech,152,139.0,150.8,79.6,11.8,True
2025-02-15,Texas,Kentucky,160,154.5,166.4,77.5,11.9,True
2025-02-15,Mercer,VMI,151,138.5,150.5,80.4,12.0,True
2025-02-15,Charlotte,East Carolina,134,142.0,153.9,81.2,11.9,False
2025-02-15,Southern,Prairie View A&M,132,138.5,150.3,74.5,11.8,False
2025-02-15,Montana St.,Idaho St.,143,139.0,151.1,82.2,12.1,True
2025-02-15,Hampton,Hofstra,116,125.0,137.0,79.5,12.0,False
2025-02-15,Western Kentucky,Middle Tennessee,164,143.0,154.8,81.0,11.8,True
2025-02-15,Oklahoma St.,Texas Tech,148,147.0,159.1,74.9,12.1,True
2025-02-15,Navy,Army,115,141.5,153.6,74.8,12.1,False
2025-02-15,San Diego,San Francisco,145,143.0,155.2,77.0,12.2,True
2025-02-15,Alabama,Auburn,179,162.0,173.9,77.6,11.9,True
2025-02-15,Brown,Penn,154,140.0,151.9,79.3,11.9,True
2025-02-15,Austin Peay,Stetson,139,144.5,156.5,77.3,12.0,False
2025-02-15,Maine,Vermont,126,122.5,134.6,84.1,12.1,True
2025-02-15,BYU,Kansas St.,145,144.0,156.1,80.3,12.1,True
2025-02-15,Longwood,Presbyterian,145,142.5,154.3,80.3,11.8,True
2025-02-15,Western Carolina,The Citadel,149,136.5,148.5,74.7,12.0,True
2025-02-15,New Hampshire,UMass Lowell,159,147.0,159.2,77.3,12.2,True
2025-02-15,Indiana St.,Illinois St.,161,158.0,170.2,77.9,12.2,True
2025-02-15,Oregon St.,Pacific,144,143.0,155.0,76.6,12.0,True
2025-02-15,Mississippi,Mississippi St.,152,146.5,158.7,80.8,12.2,True
2025-02-15,Texas A&M Corpus Chris,Incarnate Word,124,141.5,153.3,79.4,11.8,False
2025-02-15,Central Connecticut,Saint Francis,150,130.0,142.2,80.7,12.2,True
2025-02-15,Texas A&M,Arkansas,130,136.5,148.5,79.6,12.0,False
2025-02-15,Furman,UNC Greensboro,108,138.0,150.2,79.2,12.2,False
2025-02-15,Louisiana Tech,Jacksonville St.,138,135.5,147.5,82.7,12.0,True
2025-02-15,USC,Minnesota,135,139.0,151.2,81.3,12.2,False
2025-02-15,Arkansas Pine Bluff,Alabama St.,138,147.0,158.9,74.5,11.9,False
2025-02-15,Georgia,Missouri,161,150.0,161.8,74.6,11.8,True
2025-02-15,Bryant,UMBC,160,157.5,169.6,79.0,12.1,True
2025-02-15,Towson,Monmouth,134,139.0,151.2,81.6,12.2,False
2025-02-15,Providence,Villanova,137,143.0,155.2,79.7,12.2,False
2025-02-15,Duke,Stanford,176,145.0,156.9,76.8,11.9,True
2025-02-15,North Alabama,Jacksonville,171,139.0,151.0,78.6,12.0,True
2025-02-15,Eastern Michigan,Toledo,153,157.5,169.7,79.5,12.2,False
2025-02-15,Gonzaga,Pepperdine,162,155.5,167.7,73.1,12.2,True
2025-02-15,Northwestern St.,Stephen F. Austin,138,126.5,138.6,83.1,12.1,True
2025-02-15,Florida A&M,Jackson St.,147,142.5,154.4,74.1,11.9,True
2025-02-15,Coastal Carolina,James Madison,147,141.5,153.7,78.7,12.2,True
2025-02-15,Eastern Washington,Idaho,148,147.5,159.5,83.7,12.0,True
2025-02-15,Georgia St.,Appalachian St.,135,136.5,148.6,78.8,12.1,False
2025-02-15,Delaware St.,Howard,159,153.0,164.9,79.2,11.9,True
2025-02-15,Xavier,DePaul,153,144.5,156.6,79.8,12.1,True
2025-02-15,William & Mary,Drexel,131,142.5,154.4,78.2,11.9,False
2025-02-15,Western Illinois,Morehead St.,139,134.5,146.4,81.8,11.9,True
2025-02-15,Lehigh,Holy Cross,132,141.0,152.8,79.5,11.8,False
2025-02-15,Dayton,Duquesne,153,139.5,151.3,87.0,11.8,True
2025-02-15,South Alabama,Texas St.,135,138.0,150.2,77.5,12.2,False
2025-02-15,Western Michigan,Miami OH,148,145.5,157.3,80.3,11.8,True
2025-02-15,Robert Morris,Purdue Fort Wayne,145,146.0,158.2,76.9,12.2,False
2025-02-15,Fresno St.,UNLV,103,136.0,148.0,76.9,12.0,False
2025-02-15,Illinois,Michigan St.,144,147.0,159.0,79.1,12.0,False
2025-02-15,Dartmouth,Cornell,137,150.5,162.7,79.6,12.2,False
2025-02-15,Sam Houston St.,Kennesaw St.,154,149.5,161.7,85.0,12.2,True
2025-02-15,Yale,Princeton,141,143.0,155.1,81.5,12.1,False
2025-02-15,North Dakota St.,Denver,173,144.5,156.5,76.6,12.0,True
2025-02-15,Utah,Kansas,141,141.5,153.7,74.6,12.2,False
2025-02-15,North Dakota,Oral Roberts,165,154.0,166.2,79.2,12.2,True
2025-02-15,Central Michigan,Akron,167,152.0,164.2,80.7,12.2,True
2025-02-15,Georgia Southern,Old Dominion,153,140.5,152.3,76.7,11.8,True
2025-02-15,North Carolina Central,Coppin St.,130,136.0,148.0,80.0,12.0,False
2025-02-15,Colorado St.,Wyoming,141,136.0,148.2,83.4,12.2,True
2025-02-15,Arizona,Houston,120,140.0,152.2,75.9,12.2,False
2025-02-15,Southern Illinois,Belmont,141,152.0,164.1,78.9,12.1,False
2025-02-15,George Mason,Saint Joseph's,115,130.0,142.1,81.7,12.1,False
2025-02-15,Purdue,Wisconsin,178,150.5,162.6,78.3,12.1,True
2025-02-15,UT Rio Grande Valley,Houston Christian,128,140.0,151.8,81.1,11.8,False
2025-02-14,Iona,Rider,145,136.5,148.6,83.0,12.1,True
2025-02-14,Loyola Chicago,Saint Louis,147,140.0,152.0,78.9,12.0,True
2025-02-14,Sacred Heart,Quinnipiac,189,148.5,160.7,79.6,12.2,True
2025-02-14,Siena,Marist,129,130.0,142.2,80.9,12.2,False
2025-02-14,Yale,Penn,143,149.5,161.7,78.6,12.2,False
2025-02-14,Saint Peter's,Fairfield,117,125.5,137.3,77.8,11.8,False
2025-02-14,San Jose St.,Nevada,131,139.0,150.8,75.1,11.8,False
2025-02-14,Brown,Princeton,126,134.5,146.3,83.1,11.8,False
2025-02-14,Milwaukee,Wright St.,168,150.0,162.2,77.0,12.2,True
2025-02-14,Harvard,Cornell,148,150.5,162.6,82.8,12.1,False
2025-02-14,Green Bay,Northern Kentucky,133,143.5,155.4,78.0,11.9,False
2025-02-14,Dartmouth,Columbia,134,147.0,159.1,79.3,12.1,False
2025-02-14,Manhattan,Merrimack,154,136.5,148.6,81.2,12.1,True
2025-02-14,Kent St.,Ohio,151,141.5,153.4,76.5,11.9,True
2025-02-14,Niagara,Mount St. Mary's,167,137.5,149.5,78.3,12.0,True
2025-02-14,Indiana,UCLA,140,136.0,147.9,81.5,11.9,True
2025-02-13,UNC Wilmington,Charleston,152,145.5,157.4,78.2,11.9,True
2025-02-13,Austin Peay,Florida Gulf Coast,133,140.5,152.4,79.4,11.9,False
2025-02-13,South Alabama,Marshall,173,136.0,148.0,77.8,12.0,True
2025-02-13,Coastal Carolina,Appalachian St.,110,126.5,138.6,79.6,12.1,False
2025-02-13,Montana St.,Weber St.,140,136.5,148.6,82.2,12.1,True
2025-02-13,Abilene Christian,Seattle,134,126.0,137.9,80.2,11.9,True
2025-02-13,Stonehill,Saint Francis,153,139.5,151.4,82.9,11.9,True
2025-02-13,UTEP,FIU,140,132.5,144.5,87.2,12.0,True
2025-02-13,South Dakota,UMKC,151,148.0,160.2,86.9,12.2,True
2025-02-13,Bryant,NJIT,154,141.0,153.1,77.9,12.1,True
2025-02-13,Western Illinois,Southern Indiana,149,139.5,151.5,84.6,12.0,True
2025-02-13,Eastern Kentucky,West Georgia,168,147.0,159.1,84.8,12.1,True
2025-02-13,Portland,Oregon St.,156,151.5,163.7,76.7,12.2,True
2025-02-13,Cal St. Bakersfield,UC San Diego,127,140.5,152.6,82.1,12.1,False
2025-02-13,Sacramento St.,Northern Colorado,138,143.0,154.9,78.2,11.9,False
2025-02-13,Loyola Marymount,Pacific,141,136.0,147.8,77.4,11.8,True
2025-02-13,Lipscomb,Stetson,153,145.5,157.7,76.2,12.2,True
2025-02-13,New Mexico St.,Liberty,118,128.5,140.4,73.5,11.9,False
2025-02-13,Tarleton St.,Grand Canyon,124,128.5,140.5,83.3,12.0,False
2025-02-13,UC Irvine,UC Santa Barbara,122,136.5,148.4,77.3,11.9,False
2025-02-13,Sam Houston St.,Jacksonville St.,127,145.0,157.2,85.8,12.2,False
2025-02-13,North Dakota St.,Oral Roberts,182,154.0,165.8,75.7,11.8,True
2025-02-13,Louisiana Tech,Kennesaw St.,116,140.0,151.8,81.5,11.8,False
2025-02-13,Fairleigh Dickinson,Chicago St.,140,138.0,149.9,74.3,11.9,True
2025-02-13,UMBC,Binghamton,158,149.0,161.0,80.8,12.0,True
2025-02-13,Georgia St.,Old Dominion,172,145.5,157.4,75.5,11.9,True
2025-02-13,William & Mary,Hofstra,121,136.0,148.0,82.2,12.0,False
2025-02-13,Portland St.,Northern Arizona,104,137.0,148.9,78.7,11.9,False
2025-02-13,UC Davis,UC Riverside,149,137.0,149.2,79.9,12.2,True
2025-02-13,Bellarmine,Queens,179,153.0,165.0,79.4,12.0,True
2025-02-13,Hawaii,Long Beach St.,122,134.5,146.4,80.5,11.9,False
2025-02-13,UT Arlington,Cal Baptist,161,142.5,154.4,80.8,11.9,True
2025-02-13,Cal St. Fullerton,Cal Poly,181,148.5,160.6,76.5,12.1,True
2025-02-13,High Point,Longwood,155,153.0,165.2,79.0,12.2,True
2025-02-13,North Alabama,North Florida,153,159.5,171.3,78.8,11.8,False
2025-02-13,Montana,Idaho St.,149,147.0,158.8,78.9,11.8,True
2025-02-13,SIU Edwardsville,Tennessee Martin,147,135.5,147.3,72.3,11.8,True
2025-02-13,Georgia Southern,James Madison,149,146.5,158.7,79.5,12.2,True
2025-02-13,Eastern Illinois,Tennessee St.,115,133.0,144.8,80.5,11.8,False
2025-02-13,Southern Utah,Utah Tech,150,139.0,151.1,78.0,12.1,True
2025-02-13,Northeastern,Campbell,125,135.0,146.8,77.1,11.8,False
2025-02-13,Elon,North Carolina A&T,119,142.5,154.4,79.0,11.9,False
2025-02-13,Little Rock,Tennessee Tech,154,134.5,146.6,78.0,12.1,True
2025-02-13,Central Arkansas,Jacksonville,139,136.0,148.2,77.9,12.2,True
2025-02-13,Vermont,New Hampshire,138,128.0,139.8,79.8,11.8,True
2025-02-13,Towson,Delaware,145,148.5,160.3,83.8,11.8,False
2025-02-13,Stony Brook,Monmouth,148,144.5,156.5,79.8,12.0,True
2025-02-13,Le Moyne,Wagner,140,134.0,146.0,81.4,12.0,True
2025-02-13,UMass Lowell,Albany,178,153.0,164.8,77.3,11.8,True
2025-02-13,Hampton,Drexel,121,131.0,142.8,76.0,11.8,False
2025-02-13,Louisiana Monroe,Texas St.,132,144.5,156.5,78.6,12.0,False
2025-02-13,Pepperdine,San Diego,169,149.0,161.0,74.6,12.0,True
2025-02-13,Gonzaga,San Francisco,165,147.5,159.7,74.2,12.2,True
2025-02-13,Central Connecticut,Mercyhurst,136,130.0,142.0,78.7,12.0,True
2025-02-13,Nebraska,Maryland,158,140.5,152.5,72.2,12.0,True
2025-02-13,Lindenwood,Morehead St.,133,130.0,142.1,82.0,12.1,True
2025-02-13,North Dakota,Denver,132,145.5,157.5,79.2,12.0,False
2025-02-13,South Florida,Memphis,145,142.0,154.2,79.7,12.2,True
2025-02-13,South Dakota St.,Nebraska Omaha,183,152.5,164.3,75.6,11.8,True
2025-02-12,Bucknell,Boston University,136,133.5,145.4,76.1,11.9,True
2025-02-12,Wake Forest,Florida St.,142,134.5,146.6,79.0,12.1,True
2025-02-12,TCU,Oklahoma St.,145,134.0,145.9,75.8,11.9,True
2025-02-12,Arkansas,LSU,128,138.0,149.9,78.6,11.9,False
2025-02-12,Missouri St.,Evansville,125,126.5,138.7,75.1,12.2,False
2025-02-12,George Washington,VCU,152,137.5,149.4,83.6,11.9,True
2025-02-12,Saint Joseph's,La Salle,138,141.0,152.8,80.5,11.8,False
2025-02-12,Niagara,Canisius,131,144.0,156.1,78.8,12.1,False
2025-02-12,Wichita St.,UTSA,133,146.5,158.5,80.8,12.0,False
2025-02-12,IU Indy,Oakland,149,149.5,161.6,76.5,12.1,False
2025-02-12,Duke,California,135,148.5,160.5,76.3,12.0,False
2025-02-12,Western Carolina,East Tennessee St.,143,137.0,149.0,78.6,12.0,True
2025-02-12,N.C. State,Louisville,157,139.5,151.4,78.6,11.9,True
2025-02-12,Navy,Lehigh,123,139.5,151.6,77.8,12.1,False
2025-02-12,Providence,Xavier,173,145.5,157.7,81.2,12.2,True
2025-02-12,Valparaiso,Belmont,187,153.5,165.5,80.9,12.0,True
2025-02-12,Louisiana,Troy,130,131.0,142.9,80.9,11.9,False
2025-02-12,Rhode Island,St. Bonaventure,132,138.0,149.8,78.9,11.8,False
2025-02-12,UNC Greensboro,VMI,134,135.0,147.1,80.4,12.1,False
2025-02-12,Cleveland St.,Robert Morris,127,136.0,147.8,82.1,11.8,False
2025-02-12,Furman,Mercer,168,142.0,153.9,79.0,11.9,True
2025-02-12,Holy Cross,Colgate,152,144.5,156.5,81.5,12.0,True
2025-02-12,Boston College,Notre Dame,191,137.5,149.5,75.5,12.0,True
2025-02-12,Youngstown St.,Purdue Fort Wayne,164,145.0,157.1,76.3,12.1,True
2025-02-12,Missouri,Oklahoma,140,156.5,168.3,75.2,11.8,False
2025-02-12,Georgia Tech,Stanford,112,139.0,151.0,77.2,12.0,False
2025-02-12,South Carolina,Mississippi,140,139.0,150.8,79.4,11.8,True
2025-02-12,New Mexico,Wyoming,138,137.5,149.5,81.6,12.0,True
2025-02-12,Temple,Tulsa,154,146.0,157.8,73.1,11.8,True
2025-02-12,Villanova,St. John's,144,137.0,149.0,80.5,12.0,True
2025-02-12,Rutgers,Iowa,157,160.5,172.7,75.9,12.2,False
2025-02-12,Samford,Chattanooga,150,159.5,171.3,75.0,11.8,False
2025-02-12,Winthrop,Radford,152,149.5,161.6,79.3,12.1,True
2025-02-12,Charleston Southern,Presbyterian,141,137.5,149.5,80.8,12.0,True
2025-02-12,Texas Tech,Arizona St.,217,149.0,161.0,73.2,12.0,True
2025-02-12,Ohio St.,Washington,162,145.5,157.3,75.2,11.8,True
2025-02-12,USC Upstate,UNC Asheville,177,154.0,166.2,72.5,12.2,True
2025-02-12,Arkansas St.,Southern Miss,168,143.5,155.7,78.5,12.2,True
2025-02-12,Massachusetts,Davidson,145,142.0,154.0,73.5,12.0,True
2025-02-12,Bradley,Southern Illinois,142,142.5,154.3,76.4,11.8,False
2025-02-12,Loyola MD,Army,124,140.0,152.2,77.4,12.2,False
2025-02-12,Illinois St.,Drake,161,134.0,146.1,80.2,12.1,True
2025-02-12,The Citadel,Wofford,145,139.5,151.3,76.5,11.8,True
2025-02-12,Fordham,Dayton,169,151.0,162.9,80.5,11.9,True
2025-02-11,Murray St.,Illinois Chicago,116,138.5,150.4,79.0,11.9,False
2025-02-11,Northern Iowa,Indiana St.,161,149.5,161.7,78.8,12.2,True
2025-02-11,UNLV,Air Force,129,128.5,140.6,87.4,12.1,True
2025-02-11,Michigan St.,Indiana,138,137.0,149.0,83.1,12.0,True
2025-02-11,UCF,Iowa St.,142,151.5,163.6,78.6,12.1,False
2025-02-11,Richmond,Loyola Chicago,167,135.0,146.8,76.5,11.8,True
2025-02-11,Illinois,UCLA,161,146.0,158.1,78.3,12.1,True
2025-02-11,Miami OH,Toledo,172,158.0,170.1,79.2,12.1,True
2025-02-11,Pepperdine,Loyola Marymount,129,142.0,154.0,75.0,12.0,False
2025-02-11,Mississippi St.,Florida,149,152.5,164.6,81.3,12.1,False
2025-02-11,USC,Penn St.,159,150.5,162.6,76.8,12.1,True
2025-02-11,Vanderbilt,Auburn,148,153.0,165.0,78.5,12.0,False
2025-02-11,Saint Louis,George Mason,150,132.0,143.8,80.3,11.8,True
2025-02-11,Ball St.,Eastern Michigan,170,145.5,157.3,81.8,11.8,True
2025-02-11,Bowling Green,Ohio,167,144.5,156.3,78.6,11.8,True
2025-02-11,Oregon,Northwestern,156,136.5,148.7,87.1,12.2,True
2025-02-11,Rice,North Texas,128,130.0,141.8,80.0,11.8,False
2025-02-11,West Virginia,BYU,142,138.0,149.9,84.2,11.9,True
2025-02-11,Creighton,Connecticut,136,145.0,157.1,84.2,12.1,False
2025-02-11,Kansas St.,Arizona,143,144.0,155.9,77.6,11.9,False
2025-02-11,Akron,Western Michigan,197,152.5,164.4,82.6,11.9,True
2025-02-11,Marquette,DePaul,126,142.0,153.8,77.4,11.8,False
2025-02-11,Utah St.,Colorado St.,178,151.0,163.1,79.6,12.1,True
2025-02-11,Texas A&M,Georgia,122,136.0,147.9,79.9,11.9,False
2025-02-11,Michigan,Purdue,148,145.0,157.2,74.7,12.2,True
2025-02-11,Little Rock,Southeast Missouri St.,102,131.0,142.8,75.0,11.8,False
2025-02-11,Kansas,Colorado,130,136.0,148.2,74.5,12.2,False
2025-02-11,SMU,Pittsburgh,146,147.5,159.4,78.9,11.9,False
2025-02-11,San Jose St.,San Diego St.,135,133.0,145.1,75.8,12.1,True
2025-02-11,Northern Illinois,Buffalo,140,138.5,150.5,76.4,12.0,True
2025-02-11,Miami FL,Syracuse,175,155.5,167.7,73.4,12.2,True
2025-02-11,Kent St.,Central Michigan,174,137.5,149.5,76.8,12.0,True
2025-02-11,Kentucky,Tennessee,139,144.0,155.9,75.9,11.9,False
2025-02-11,Saint Mary's,Santa Clara,137,134.5,146.5,70.3,12.0,True
2025-02-11,Texas,Alabama,183,161.0,173.1,79.3,12.1,True
2025-02-11,East Carolina,UAB,157,153.5,165.3,81.0,11.8,True
2025-02-11,Cincinnati,Utah,160,137.0,148.9,78.3,11.9,True
2025-02-10,American,Lafayette,118,129.0,141.1,81.8,12.1,False
2025-02-10,Nevada,Fresno St.,163,141.0,153.0,75.6,12.0,True
2025-02-10,Incarnate Word,New Orleans,140,147.0,159.0,77.5,12.0,False
2025-02-10,Clemson,North Carolina,150,144.5,156.4,82.2,11.9,True
2025-02-10,Florida Atlantic,Charlotte,162,148.5,160.6,78.3,12.1,True
2025-02-10,Maryland Eastern Shore,Howard,134,146.5,158.4,75.8,11.9,False
2025-02-10,Prairie View A&M,Florida A&M,145,148.5,160.7,74.7,12.2,False
2025-02-10,Texas Southern,Bethune Cookman,157,132.0,144.0,80.4,12.0,True
2025-02-10,Lamar,Texas A&M Corpus Chris,123,131.5,143.7,81.3,12.2,False
2025-02-10,Stephen F. Austin,UT Rio Grande Valley,160,137.5,149.5,81.4,12.0,True
2025-02-10,McNeese St.,East Texas A&M,118,136.5,148.3,76.4,11.8,False
2025-02-10,Nicholls St.,Northwestern St.,132,135.5,147.4,81.4,11.9,False
2025-02-10,Houston Christian,Southeastern Louisiana,129,134.5,146.6,84.3,12.1,False
2025-02-10,Alabama A&M,Grambling St.,133,130.5,142.6,80.0,12.1,True
2025-02-10,Jackson St.,Arkansas Pine Bluff,172,146.0,158.1,74.8,12.1,True
2025-02-10,Houston,Baylor,141,134.0,146.0,74.6,12.0,True
2025-02-10,Alcorn St.,Mississippi Valley St.,125,128.5,140.3,73.8,11.8,False
2025-02-10,Alabama St.,Southern,163,133.0,144.8,76.1,11.8,True
2025-02-10,Campbell,North Carolina A&T,128,135.5,147.3,75.2,11.8,False
2025-02-09,Villanova,Xavier,148,146.0,157.8,83.5,11.8,True
2025-02-09,Nebraska,Ohio St.,150,143.0,155.1,71.1,12.1,True
2025-02-09,La Salle,Massachusetts,133,141.0,153.2,72.8,12.2,False
2025-02-09,St. Bonaventure,George Washington,114,130.5,142.4,81.5,11.9,False
2025-02-09,Memphis,Temple,172,151.5,163.5,78.0,12.0,True
2025-02-09,South Florida,Wichita St.,145,139.0,151.1,80.7,12.1,True
2025-02-09,Maryland,Rutgers,171,148.0,160.0,79.1,12.0,True
2025-02-09,Oklahoma St.,Arizona St.,159,144.5,156.4,75.2,11.9,True
2025-02-08,Baylor,UCF,167,153.5,165.7,77.4,12.2,True
2025-02-08,Jackson St.,Mississippi Valley St.,136,132.0,144.2,72.1,12.2,True
2025-02-08,Nicholls St.,East Texas A&M,146,137.0,149.2,81.1,12.2,True
2025-02-08,Butler,Providence,163,150.0,162.1,83.4,12.1,True
2025-02-08,VMI,The Citadel,152,135.0,146.8,76.1,11.8,True
2025-02-08,Washington,Northwestern,147,138.5,150.7,82.7,12.2,True
2025-02-08,Delaware,William & Mary,138,162.0,173.8,83.6,11.8,False
2025-02-08,UTSA,East Carolina,159,147.0,159.0,80.4,12.0,True
2025-02-08,Purdue Fort Wayne,Green Bay,163,151.0,163.2,77.3,12.2,True
2025-02-08,Alabama A&M,Southern,149,133.5,145.5,79.0,12.0,True
2025-02-08,Quinnipiac,Niagara,151,142.0,153.9,80.2,11.9,True
2025-02-08,Holy Cross,Boston University,124,135.0,147.0,80.4,12.0,False
2025-02-08,Monmouth,Towson,140,139.0,151.1,80.9,12.1,True
2025-02-08,Mercyhurst,Le Moyne,160,150.0,162.2,80.1,12.2,True
2025-02-08,Northeastern,Hampton,159,136.0,148.2,77.8,12.2,True
2025-02-08,Fairfield,Sacred Heart,148,144.0,156.0,79.5,12.0,True
2025-02-08,Texas Southern,Florida A&M,130,138.5,150.6,78.3,12.1,False
2025-02-08,Syracuse,Boston College,181,143.0,154.9,75.9,11.9,True
2025-02-08,Hofstra,Stony Brook,155,129.0,140.8,80.5,11.8,True
2025-02-08,Gardner Webb,Charleston Southern,151,142.5,154.7,79.0,12.2,True
